Russian Federation, Live births by calendar year, age reached during the year (ARDY) and birth cohort (vertical parallelograms)
Last modified: 22/10/2020
Year  ARDY   Cohort       Total
1961    14    1947        17.98
1961    15    1946       236.54
1961    16    1945      1044.13
1961    17    1944      3659.31
1961    18    1943     11094.80
1961    19    1942     37037.69
1961    20    1941    110665.54
1961    21    1940    168958.81
1961    22    1939    201700.24
1961    23    1938    231219.53
1961    24    1937    223485.88
1961    25    1936    198775.95
1961    26    1935    166944.87
1961    27    1934    130735.28
1961    28    1933    117471.59
1961    29    1932    127861.31
1961    30    1931    123442.87
1961    31    1930    139706.14
1961    32    1929    111453.33
1961    33    1928    115430.79
1961    34    1927     86531.86
1961    35    1926     82817.67
1961    36    1925     66142.10
1961    37    1924     55254.23
1961    38    1923     42451.93
1961    39    1922     29737.86
1961    40    1921     21677.09
1961    41    1920     17576.83
1961    42    1919     11264.04
1961    43    1918     11472.85
1961    44    1917      4754.17
1961    45    1916      3763.87
1961    46    1915      2807.46
1961    47    1914      1854.69
1961    48    1913      1014.76
1961    49    1912       678.59
1961    50    1911       353.99
1961    51    1910       241.57
1961    52    1909       139.34
1961    53    1908       135.24
1961    54    1907       118.14
1961    55+   1906-      402.87
1962    12-   1950+        0.05
1962    13    1949         1.25
1962    14    1948        18.07
1962    15    1947       202.70
1962    16    1946      1559.89
1962    17    1945      4637.80
1962    18    1944     12633.28
1962    19    1943     24435.04
1962    20    1942     61380.35
1962    21    1941    143632.12
1962    22    1940    175585.57
1962    23    1939    206704.27
1962    24    1938    222556.33
1962    25    1937    209710.24
1962    26    1936    179577.31
1962    27    1935    147341.83
1962    28    1934    114851.30
1962    29    1933     97304.44
1962    30    1932    117040.28
1962    31    1931    108741.52
1962    32    1930    113254.79
1962    33    1929     96001.82
1962    34    1928     95817.87
1962    35    1927     74621.82
1962    36    1926     67702.80
1962    37    1925     52636.08
1962    38    1924     45074.68
1962    39    1923     33559.42
1962    40    1922     24209.24
1962    41    1921     15697.33
1962    42    1920     11950.51
1962    43    1919      7968.43
1962    44    1918      6931.13
1962    45    1917      3122.26
1962    46    1916      2072.34
1962    47    1915      1245.72
1962    48    1914       954.82
1962    49    1913       536.75
1962    50    1912       319.58
1962    51    1911       186.07
1962    52    1910       158.22
1962    53    1909       115.87
1962    54    1908       122.68
1962    55+   1907-      365.14
1963    12-   1951+        0.05
1963    13    1950         0.98
1963    14    1949        16.86
1963    15    1948       188.04
1963    16    1947      1526.31
1963    17    1946      7877.42
1963    18    1945     16738.56
1963    19    1944     30274.55
1963    20    1943     45184.04
1963    21    1942     86515.67
1963    22    1941    160604.85
1963    23    1940    184642.51
1963    24    1939    204416.86
1963    25    1938    208591.25
1963    26    1937    188519.73
1963    27    1936    158131.55
1963    28    1935    130980.42
1963    29    1934     98627.82
1963    30    1933     90577.99
1963    31    1932    103556.96
1963    32    1931     89614.50
1963    33    1930     96668.09
1963    34    1929     79303.54
1963    35    1928     80497.81
1963    36    1927     61524.51
1963    37    1926     54108.24
1963    38    1925     42152.53
1963    39    1924     33880.70
1963    40    1923     25883.43
1963    41    1922     17585.17
1963    42    1921     10885.58
1963    43    1920      8353.12
1963    44    1919      4859.53
1963    45    1918      4129.19
1963    46    1917      1745.49
1963    47    1916      1050.46
1963    48    1915       672.07
1963    49    1914       480.05
1963    50    1913       269.52
1963    51    1912       200.04
1963    52    1911       132.82
1963    53    1910       127.96
1963    54    1909       100.49
1963    55+   1908-      307.73
1964    12-   1952+        0.05
1964    13    1951         1.29
1964    14    1950        20.10
1964    15    1949       235.80
1964    16    1948      1338.69
1964    17    1947      6996.97
1964    18    1946     27100.40
1964    19    1945     38395.84
1964    20    1944     51292.73
1964    21    1943     55266.01
1964    22    1942     87113.07
1964    23    1941    162593.54
1964    24    1940    174282.39
1964    25    1939    187582.11
1964    26    1938    182196.57
1964    27    1937    162899.24
1964    28    1936    137206.33
1964    29    1935    110908.55
1964    30    1934     88301.47
1964    31    1933     76772.00
1964    32    1932     85476.94
1964    33    1931     76171.49
1964    34    1930     77285.28
1964    35    1929     66365.78
1964    36    1928     65230.33
1964    37    1927     48941.39
1964    38    1926     42475.00
1964    39    1925     31861.28
1964    40    1924     26663.42
1964    41    1923     18452.97
1964    42    1922     11716.35
1964    43    1921      7582.20
1964    44    1920      5163.63
1964    45    1919      2996.50
1964    46    1918      2341.06
1964    47    1917       936.43
1964    48    1916       549.61
1964    49    1915       347.43
1964    50    1914       262.48
1964    51    1913       160.87
1964    52    1912       127.31
1964    53    1911        91.67
1964    54    1910        86.90
1964    55+   1909-      204.53
1965    12-   1953+        0.05
1965    13    1952         1.18
1965    14    1951        19.26
1965    15    1950       209.82
1965    16    1949      1606.15
1965    17    1948      6509.40
1965    18    1947     25078.88
1965    19    1946     63179.19
1965    20    1945     62823.25
1965    21    1944     62013.66
1965    22    1943     56189.32
1965    23    1942     87120.38
1965    24    1941    154331.23
1965    25    1940    160336.31
1965    26    1939    170617.22
1965    27    1938    161438.09
1965    28    1937    147600.09
1965    29    1936    119913.73
1965    30    1935    102292.13
1965    31    1934     77776.42
1965    32    1933     65302.63
1965    33    1932     74528.51
1965    34    1931     62803.95
1965    35    1930     67270.92
1965    36    1929     56629.47
1965    37    1928     53145.51
1965    38    1927     40392.21
1965    39    1926     33164.67
1965    40    1925     25579.98
1965    41    1924     19281.63
1965    42    1923     12582.36
1965    43    1922      8421.31
1965    44    1921      4649.02
1965    45    1920      3147.98
1965    46    1919      1754.74
1965    47    1918      1173.32
1965    48    1917       508.15
1965    49    1916       318.00
1965    50    1915       196.88
1965    51    1914       144.67
1965    52    1913        91.60
1965    53    1912        83.40
1965    54    1911        70.49
1965    55+   1910-      222.82
1966    12-   1954+        0.06
1966    13    1953         1.32
1966    14    1952        22.48
1966    15    1951       257.05
1966    16    1950      1705.53
1966    17    1949      8948.25
1966    18    1948     25710.38
1966    19    1947     61339.40
1966    20    1946    108114.42
1966    21    1945     80007.27
1966    22    1944     67462.01
1966    23    1943     59845.23
1966    24    1942     86210.09
1966    25    1941    148969.12
1966    26    1940    150899.83
1966    27    1939    158107.34
1966    28    1938    149840.12
1966    29    1937    133919.63
1966    30    1936    113470.44
1966    31    1935     92597.25
1966    32    1934     68243.55
1966    33    1933     59475.56
1966    34    1932     65633.18
1966    35    1931     56616.41
1966    36    1930     57642.76
1966    37    1929     46935.36
1966    38    1928     43637.98
1966    39    1927     32479.35
1966    40    1926     26575.70
1966    41    1925     18498.94
1966    42    1924     13360.54
1966    43    1923      8987.15
1966    44    1922      5141.36
1966    45    1921      2851.69
1966    46    1920      1817.04
1966    47    1919       910.29
1966    48    1918       589.72
1966    49    1917       253.24
1966    50    1916       157.97
1966    51    1915       114.11
1966    52    1914        99.75
1966    53    1913        72.04
1966    54    1912        69.86
1966    55+   1911-      172.21
1967    12-   1955+        0.06
1967    13    1954         1.49
1967    14    1953        22.57
1967    15    1952       259.07
1967    16    1951      1716.50
1967    17    1950      7665.56
1967    18    1949     30855.18
1967    19    1948     60788.81
1967    20    1947    104071.08
1967    21    1946    134920.21
1967    22    1945     83110.04
1967    23    1944     67894.57
1967    24    1943     56189.54
1967    25    1942     79302.01
1967    26    1941    135767.27
1967    27    1940    132721.55
1967    28    1939    139190.78
1967    29    1938    128089.06
1967    30    1937    121613.98
1967    31    1936     97480.53
1967    32    1935     76136.68
1967    33    1934     57791.42
1967    34    1933     47793.18
1967    35    1932     53507.05
1967    36    1931     45203.00
1967    37    1930     44298.67
1967    38    1929     36052.08
1967    39    1928     32231.85
1967    40    1927     24685.16
1967    41    1926     18388.63
1967    42    1925     12338.34
1967    43    1924      9016.22
1967    44    1923      5190.46
1967    45    1922      2925.03
1967    46    1921      1521.73
1967    47    1920       916.83
1967    48    1919       483.02
1967    49    1918       296.48
1967    50    1917       115.86
1967    51    1916        67.24
1967    52    1915        53.91
1967    53    1914        60.24
1967    54    1913        59.27
1967    55+   1912-      248.79
1968    12-   1956+        0.06
1968    13    1955         1.49
1968    14    1954        26.04
1968    15    1953       269.47
1968    16    1952      1814.33
1968    17    1951      8123.29
1968    18    1950     27805.90
1968    19    1949     75701.03
1968    20    1948    104794.32
1968    21    1947    131074.25
1968    22    1946    143064.83
1968    23    1945     84613.10
1968    24    1944     64626.23
1968    25    1943     53239.70
1968    26    1942     74418.20
1968    27    1941    121625.56
1968    28    1940    117323.64
1968    29    1939    124099.61
1968    30    1938    117780.06
1968    31    1937    106282.26
1968    32    1936     82224.34
1968    33    1935     66839.26
1968    34    1934     48952.27
1968    35    1933     40435.60
1968    36    1932     44045.78
1968    37    1931     36374.28
1968    38    1930     36104.75
1968    39    1929     28662.12
1968    40    1928     25242.05
1968    41    1927     17799.67
1968    42    1926     12483.69
1968    43    1925      8556.47
1968    44    1924      5478.97
1968    45    1923      3091.52
1968    46    1922      1559.68
1968    47    1921       734.99
1968    48    1920       517.05
1968    49    1919       279.35
1968    50    1918       122.44
1968    51    1917        53.48
1968    52    1916        44.16
1968    53    1915        43.54
1968    54    1914        49.39
1968    55+   1913-      130.71
1969    12-   1957+        0.07
1969    13    1956         1.90
1969    14    1955        32.28
1969    15    1954       356.55
1969    16    1953      1883.58
1969    17    1952      8111.22
1969    18    1951     29432.98
1969    19    1950     68929.62
1969    20    1949    134219.35
1969    21    1948    141646.33
1969    22    1947    149055.43
1969    23    1946    150668.10
1969    24    1945     82154.08
1969    25    1944     61816.30
1969    26    1943     49487.55
1969    27    1942     67750.03
1969    28    1941    111336.06
1969    29    1940    104295.54
1969    30    1939    116902.91
1969    31    1938    106235.35
1969    32    1937     93060.19
1969    33    1936     72823.91
1969    34    1935     57429.68
1969    35    1934     42167.69
1969    36    1933     33785.58
1969    37    1932     36407.38
1969    38    1931     29088.81
1969    39    1930     26973.62
1969    40    1929     22130.71
1969    41    1928     17740.27
1969    42    1927     11827.84
1969    43    1926      8199.27
1969    44    1925      4879.12
1969    45    1924      3141.39
1969    46    1923      1716.19
1969    47    1922       787.91
1969    48    1921       393.13
1969    49    1920       297.12
1969    50    1919       176.01
1969    51    1918        85.98
1969    52    1917        33.53
1969    53    1916        25.93
1969    54    1915        24.42
1969    55+   1914-       81.12
1970    12-   1958+        0.06
1970    13    1957         1.84
1970    14    1956        31.64
1970    15    1955       344.68
1970    16    1954      2221.60
1970    17    1953      8581.06
1970    18    1952     30581.12
1970    19    1951     78050.65
1970    20    1950    129515.50
1970    21    1949    185294.33
1970    22    1948    165032.62
1970    23    1947    159174.05
1970    24    1946    145154.19
1970    25    1945     75150.97
1970    26    1944     54742.04
1970    27    1943     43335.62
1970    28    1942     61211.73
1970    29    1941    101442.78
1970    30    1940     96192.48
1970    31    1939    103323.18
1970    32    1938     91690.94
1970    33    1937     81066.66
1970    34    1936     61613.84
1970    35    1935     48738.54
1970    36    1934     34920.08
1970    37    1933     27507.45
1970    38    1932     28831.77
1970    39    1931     22724.88
1970    40    1930     20948.74
1970    41    1929     15851.61
1970    42    1928     11987.24
1970    43    1927      7766.76
1970    44    1926      4674.70
1970    45    1925      2761.16
1970    46    1924      1599.31
1970    47    1923       763.08
1970    48    1922       374.28
1970    49    1921       218.70
1970    50    1920       114.85
1970    51    1919        60.23
1970    52    1918        42.22
1970    53    1917        17.47
1970    54    1916        12.41
1970    55+   1915-       43.92
1971    12-   1959+        0.06
1971    13    1958         1.81
1971    14    1957        32.43
1971    15    1956       357.69
1971    16    1955      2287.25
1971    17    1954     10268.06
1971    18    1953     32708.80
1971    19    1952     80873.42
1971    20    1951    141894.82
1971    21    1950    179842.67
1971    22    1949    204765.62
1971    23    1948    165106.83
1971    24    1947    150047.99
1971    25    1946    131146.98
1971    26    1945     68473.54
1971    27    1944     51140.57
1971    28    1943     41745.08
1971    29    1942     57395.23
1971    30    1941     94976.33
1971    31    1940     88769.21
1971    32    1939     91849.98
1971    33    1938     81511.37
1971    34    1937     70210.03
1971    35    1936     54344.41
1971    36    1935     41364.39
1971    37    1934     28388.45
1971    38    1933     22597.42
1971    39    1932     22248.27
1971    40    1931     17806.81
1971    41    1930     14995.52
1971    42    1929     10248.44
1971    43    1928      7676.66
1971    44    1927      4480.65
1971    45    1926      2496.14
1971    46    1925      1263.19
1971    47    1924       631.72
1971    48    1923       318.04
1971    49    1922       166.78
1971    50    1921        86.57
1971    51    1920        42.71
1971    52    1919        25.84
1971    53    1918        17.64
1971    54    1917         6.73
1971    55+   1916-       24.84
1972    12-   1960+        0.06
1972    13    1959         1.78
1972    14    1958        32.41
1972    15    1957       372.10
1972    16    1956      2379.50
1972    17    1955     10640.58
1972    18    1954     36924.59
1972    19    1953     82305.34
1972    20    1952    143780.95
1972    21    1951    186314.47
1972    22    1950    191570.66
1972    23    1949    200725.70
1972    24    1948    152066.91
1972    25    1947    136057.54
1972    26    1946    119478.51
1972    27    1945     62542.49
1972    28    1944     47424.06
1972    29    1943     38324.04
1972    30    1942     53588.48
1972    31    1941     85360.91
1972    32    1940     76664.27
1972    33    1939     80375.62
1972    34    1938     69338.87
1972    35    1937     60113.53
1972    36    1936     46197.45
1972    37    1935     34299.82
1972    38    1934     22994.33
1972    39    1933     17857.72
1972    40    1932     17318.07
1972    41    1931     12547.63
1972    42    1930     10410.62
1972    43    1929      6959.37
1972    44    1928      4476.64
1972    45    1927      2527.00
1972    46    1926      1267.99
1972    47    1925       616.60
1972    48    1924       315.15
1972    49    1923       179.01
1972    50    1922       104.86
1972    51    1921        58.26
1972    52    1920        35.79
1972    53    1919        24.33
1972    54    1918        18.86
1972    55+   1917-       45.15
1973    12-   1961+        0.06
1973    13    1960         1.77
1973    14    1959        31.48
1973    15    1958       373.28
1973    16    1957      2512.27
1973    17    1956     10412.06
1973    18    1955     35543.16
1973    19    1954     90802.63
1973    20    1953    142761.73
1973    21    1952    183153.81
1973    22    1951    194223.79
1973    23    1950    179974.77
1973    24    1949    178513.09
1973    25    1948    134922.09
1973    26    1947    121601.54
1973    27    1946    105470.30
1973    28    1945     55134.62
1973    29    1944     40358.82
1973    30    1943     33215.09
1973    31    1942     46337.38
1973    32    1941     71756.09
1973    33    1940     64753.10
1973    34    1939     66849.27
1973    35    1938     57149.37
1973    36    1937     48373.87
1973    37    1936     36507.48
1973    38    1935     26691.33
1973    39    1934     17559.07
1973    40    1933     13447.96
1973    41    1932     12267.61
1973    42    1931      8334.67
1973    43    1930      6511.67
1973    44    1929      4193.12
1973    45    1928      2496.33
1973    46    1927      1177.54
1973    47    1926       580.25
1973    48    1925       284.58
1973    49    1924       140.90
1973    50    1923        73.77
1973    51    1922        38.84
1973    52    1921        22.56
1973    53    1920        14.80
1973    54    1919        11.18
1973    55+   1918-       41.92
1974    12-   1962+        0.06
1974    13    1961         1.90
1974    14    1960        36.74
1974    15    1959       412.92
1974    16    1958      2733.19
1974    17    1957     11526.51
1974    18    1956     37026.28
1974    19    1955     93095.98
1974    20    1954    163367.94
1974    21    1953    188582.27
1974    22    1952    200570.30
1974    23    1951    193379.24
1974    24    1950    171801.67
1974    25    1949    168341.38
1974    26    1948    125655.22
1974    27    1947    113783.48
1974    28    1946     97663.38
1974    29    1945     49950.79
1974    30    1944     37263.65
1974    31    1943     29331.01
1974    32    1942     39193.98
1974    33    1941     61018.62
1974    34    1940     54087.54
1974    35    1939     56411.34
1974    36    1938     48017.30
1974    37    1937     39787.33
1974    38    1936     29239.63
1974    39    1935     21024.45
1974    40    1934     13544.83
1974    41    1933      9638.40
1974    42    1932      8603.06
1974    43    1931      5748.76
1974    44    1930      4040.10
1974    45    1929      2367.48
1974    46    1928      1327.77
1974    47    1927       614.77
1974    48    1926       283.11
1974    49    1925       152.96
1974    50    1924        85.66
1974    51    1923        45.47
1974    52    1922        23.55
1974    53    1921        11.34
1974    54    1920         5.60
1974    55+   1919-       15.06
1975    12-   1963+        0.06
1975    13    1962         1.93
1975    14    1961        37.48
1975    15    1960       448.95
1975    16    1959      2829.31
1975    17    1958     12371.27
1975    18    1957     40021.24
1975    19    1956     93631.71
1975    20    1955    162878.78
1975    21    1954    209026.49
1975    22    1953    198723.64
1975    23    1952    191556.70
1975    24    1951    176952.79
1975    25    1950    154262.60
1975    26    1949    151057.49
1975    27    1948    112703.99
1975    28    1947    101493.07
1975    29    1946     86321.97
1975    30    1945     44322.79
1975    31    1944     32429.60
1975    32    1943     25595.74
1975    33    1942     33909.69
1975    34    1941     50481.58
1975    35    1940     44508.54
1975    36    1939     45699.50
1975    37    1938     37539.47
1975    38    1937     30285.89
1975    39    1936     22263.49
1975    40    1935     15776.50
1975    41    1934      9460.37
1975    42    1933      6456.50
1975    43    1932      5351.32
1975    44    1931      3181.29
1975    45    1930      2186.56
1975    46    1929      1145.24
1975    47    1928       563.75
1975    48    1927       294.48
1975    49    1926       159.21
1975    50    1925        82.64
1975    51    1924        47.44
1975    52    1923        30.15
1975    53    1922        17.35
1975    54    1921         9.78
1975    55+   1920-       28.69
1976    12-   1964+        0.06
1976    13    1963         2.12
1976    14    1962        44.26
1976    15    1961       515.04
1976    16    1960      3235.12
1976    17    1959     13007.44
1976    18    1958     42246.09
1976    19    1957    100177.27
1976    20    1956    164761.95
1976    21    1955    206432.34
1976    22    1954    218251.72
1976    23    1953    192180.95
1976    24    1952    178557.34
1976    25    1951    161798.43
1976    26    1950    141483.51
1976    27    1949    138125.51
1976    28    1948    101279.62
1976    29    1947     89637.33
1976    30    1946     75805.92
1976    31    1945     37552.98
1976    32    1944     26584.03
1976    33    1943     20544.37
1976    34    1942     26787.72
1976    35    1941     40998.28
1976    36    1940     35717.54
1976    37    1939     35253.87
1976    38    1938     28114.37
1976    39    1937     22806.97
1976    40    1936     16401.07
1976    41    1935     10812.89
1976    42    1934      6311.72
1976    43    1933      4117.08
1976    44    1932      3092.63
1976    45    1931      1751.93
1976    46    1930      1160.76
1976    47    1929       596.36
1976    48    1928       277.98
1976    49    1927       130.67
1976    50    1926        60.34
1976    51    1925        28.80
1976    52    1924        18.45
1976    53    1923        12.57
1976    54    1922         8.34
1976    55+   1921-       27.27
1977    12-   1965+        0.07
1977    13    1964         2.90
1977    14    1963        58.99
1977    15    1962       519.61
1977    16    1961      3242.73
1977    17    1960     14324.08
1977    18    1959     42637.65
1977    19    1958    103016.03
1977    20    1957    170992.57
1977    21    1956    201654.82
1977    22    1955    211513.17
1977    23    1954    206182.97
1977    24    1953    173045.80
1977    25    1952    158278.63
1977    26    1951    144230.01
1977    27    1950    126127.06
1977    28    1949    121877.23
1977    29    1948     89629.98
1977    30    1947     79364.22
1977    31    1946     64454.96
1977    32    1945     31301.46
1977    33    1944     22175.50
1977    34    1943     16941.53
1977    35    1942     22123.43
1977    36    1941     33004.33
1977    37    1940     27661.90
1977    38    1939     27031.56
1977    39    1938     21093.14
1977    40    1937     16339.87
1977    41    1936     11123.90
1977    42    1935      6912.59
1977    43    1934      3894.70
1977    44    1933      2364.60
1977    45    1932      1686.62
1977    46    1931       878.34
1977    47    1930       504.30
1977    48    1929       259.45
1977    49    1928       148.95
1977    50    1927        71.33
1977    51    1926        28.07
1977    52    1925        12.71
1977    53    1924         5.90
1977    54    1923         2.63
1977    55+   1922-        3.74
1978    12-   1966+        0.06
1978    13    1965         2.44
1978    14    1964        51.13
1978    15    1963       502.23
1978    16    1962      3392.51
1978    17    1961     14637.43
1978    18    1960     45632.81
1978    19    1959    103388.85
1978    20    1958    175347.39
1978    21    1957    211561.76
1978    22    1956    208748.58
1978    23    1955    199456.39
1978    24    1954    185233.29
1978    25    1953    155177.80
1978    26    1952    143278.28
1978    27    1951    130331.51
1978    28    1950    112830.31
1978    29    1949    107845.63
1978    30    1948     77866.60
1978    31    1947     66916.37
1978    32    1946     53499.12
1978    33    1945     26172.69
1978    34    1944     18171.08
1978    35    1943     13409.64
1978    36    1942     17427.14
1978    37    1941     25207.11
1978    38    1940     20484.63
1978    39    1939     19704.95
1978    40    1938     14961.45
1978    41    1937     11057.16
1978    42    1936      7238.13
1978    43    1935      4316.77
1978    44    1934      2216.13
1978    45    1933      1246.08
1978    46    1932       821.14
1978    47    1931       407.78
1978    48    1930       250.62
1978    49    1929       129.98
1978    50    1928        56.82
1978    51    1927        18.87
1978    52    1926        12.72
1978    53    1925         7.24
1978    54    1924         0.89
1978    55+   1923-       10.53
1979    12-   1967+        0.07
1979    13    1966         2.99
1979    14    1965        61.78
1979    15    1964       596.27
1979    16    1963      3468.81
1979    17    1962     14459.63
1979    18    1961     45878.66
1979    19    1960    109316.53
1979    20    1959    174680.90
1979    21    1958    215801.96
1979    22    1957    215784.79
1979    23    1956    193754.85
1979    24    1955    178266.94
1979    25    1954    166298.57
1979    26    1953    137879.30
1979    27    1952    125811.00
1979    28    1951    112349.45
1979    29    1950     96007.83
1979    30    1949     92422.78
1979    31    1948     64220.67
1979    32    1947     53973.38
1979    33    1946     43345.99
1979    34    1945     20537.65
1979    35    1944     14243.59
1979    36    1943     10648.41
1979    37    1942     13388.19
1979    38    1941     19044.51
1979    39    1940     15242.84
1979    40    1939     14121.15
1979    41    1938     10182.39
1979    42    1937      7163.04
1979    43    1936      4394.56
1979    44    1935      2468.09
1979    45    1934      1214.01
1979    46    1933       643.76
1979    47    1932       395.64
1979    48    1931       191.20
1979    49    1930       138.34
1979    50    1929        70.62
1979    51    1928        24.41
1979    52    1927        17.71
1979    53    1926         9.28
1979    54    1925         8.62
1979    55+   1924-       10.84
1980    12-   1968+        0.06
1980    13    1967         2.23
1980    14    1966        49.85
1980    15    1965       534.46
1980    16    1964      3423.99
1980    17    1963     14392.05
1980    18    1962     44540.15
1980    19    1961    107011.44
1980    20    1960    182307.48
1980    21    1959    213813.11
1980    22    1958    222064.84
1980    23    1957    202333.79
1980    24    1956    175156.92
1980    25    1955    161254.31
1980    26    1954    149246.95
1980    27    1953    123897.61
1980    28    1952    112674.09
1980    29    1951     98930.96
1980    30    1950     83591.11
1980    31    1949     77717.24
1980    32    1948     53462.21
1980    33    1947     44771.60
1980    34    1946     35269.75
1980    35    1945     16777.36
1980    36    1944     11453.61
1980    37    1943      8371.51
1980    38    1942     10217.01
1980    39    1941     13638.15
1980    40    1940     10588.61
1980    41    1939      9430.30
1980    42    1938      6497.06
1980    43    1937      4452.35
1980    44    1936      2469.13
1980    45    1935      1268.78
1980    46    1934       564.21
1980    47    1933       267.69
1980    48    1932       160.10
1980    49    1931        82.79
1980    50    1930        49.38
1980    51    1929        20.24
1980    52    1928         9.32
1980    53    1927         5.94
1980    54    1926         3.33
1980    55+   1925-        5.90
1981    12-   1969+        0.07
1981    13    1968         3.09
1981    14    1967        63.14
1981    15    1966       580.47
1981    16    1965      3420.44
1981    17    1964     14098.12
1981    18    1963     42565.13
1981    19    1962     99921.18
1981    20    1961    170609.56
1981    21    1960    215403.58
1981    22    1959    213649.09
1981    23    1958    205402.21
1981    24    1957    184071.48
1981    25    1956    160537.19
1981    26    1955    148390.32
1981    27    1954    138342.38
1981    28    1953    114571.89
1981    29    1952    103748.27
1981    30    1951     91063.53
1981    31    1950     75101.82
1981    32    1949     68267.73
1981    33    1948     46723.16
1981    34    1947     38341.75
1981    35    1946     29741.01
1981    36    1945     14178.35
1981    37    1944      9476.07
1981    38    1943      6668.36
1981    39    1942      7913.42
1981    40    1941     10428.44
1981    41    1940      7833.84
1981    42    1939      6440.27
1981    43    1938      4072.47
1981    44    1937      2468.81
1981    45    1936      1333.69
1981    46    1935       640.77
1981    47    1934       250.46
1981    48    1933       111.05
1981    49    1932        85.56
1981    50    1931        48.86
1981    51    1930        18.18
1981    52    1929        11.41
1981    53    1928         7.04
1981    54    1927         3.50
1981    55+   1926-        0.85
1982    12-   1970+        0.09
1982    13    1969         3.92
1982    14    1968        79.93
1982    15    1967       613.02
1982    16    1966      3528.49
1982    17    1965     14020.98
1982    18    1964     40367.47
1982    19    1963     95128.43
1982    20    1962    163462.14
1982    21    1961    209949.91
1982    22    1960    225822.51
1982    23    1959    208930.47
1982    24    1958    195081.19
1982    25    1957    175188.61
1982    26    1956    153019.18
1982    27    1955    141117.77
1982    28    1954    131106.00
1982    29    1953    106631.62
1982    30    1952     95736.00
1982    31    1951     82456.23
1982    32    1950     67341.98
1982    33    1949     61731.15
1982    34    1948     41538.98
1982    35    1947     34389.02
1982    36    1946     26694.89
1982    37    1945     12167.73
1982    38    1944      7752.71
1982    39    1943      5308.96
1982    40    1942      6301.00
1982    41    1941      7834.29
1982    42    1940      5449.37
1982    43    1939      4227.50
1982    44    1938      2455.59
1982    45    1937      1359.79
1982    46    1936       617.92
1982    47    1935       293.62
1982    48    1934       129.98
1982    49    1933        73.04
1982    50    1932        45.30
1982    51    1931        25.81
1982    52    1930        30.05
1982    53    1929        14.17
1982    54    1928         5.90
1982    55+   1927-       11.32
1983    12-   1971+        0.09
1983    13    1970         3.75
1983    14    1969        72.24
1983    15    1968       616.64
1983    16    1967      3541.89
1983    17    1966     14786.19
1983    18    1965     40978.32
1983    19    1964     91789.05
1983    20    1963    158381.49
1983    21    1962    202766.22
1983    22    1961    222655.77
1983    23    1960    224766.75
1983    24    1959    204585.76
1983    25    1958    191958.62
1983    26    1957    173219.30
1983    27    1956    151985.31
1983    28    1955    140450.31
1983    29    1954    129164.39
1983    30    1953    104706.86
1983    31    1952     92475.56
1983    32    1951     78404.52
1983    33    1950     63559.35
1983    34    1949     57222.39
1983    35    1948     38014.52
1983    36    1947     30412.43
1983    37    1946     22767.42
