Sweden, Cohort fertility rates by birth cohort, age and birth order (horizontal parallelograms, age in completed years (ACY))
Last modified: 14/04/2023
Cohort  Age        ASFR       ASFR1       ASFR2       ASFR3       ASFR4      ASFR5p
1924     47     0.00014     0.00002     0.00000     0.00002     0.00006     0.00004
1924     48     0.00010     0.00002     0.00002     0.00000     0.00000     0.00006
1924     49     0.00002     0.00000     0.00000     0.00000     0.00000     0.00002
1924     50     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1924     51     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1924     52     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1924     53     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1924     54     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1924     55+    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1925     12-          .           .           .           .           .           .
1925     13           .           .           .           .           .           .
1925     14           .           .           .           .           .           .
1925     15           .           .           .           .           .           .
1925     16           .           .           .           .           .           .
1925     17           .           .           .           .           .           .
1925     18           .           .           .           .           .           .
1925     19           .           .           .           .           .           .
1925     20           .           .           .           .           .           .
1925     21           .           .           .           .           .           .
1925     22           .           .           .           .           .           .
1925     23           .           .           .           .           .           .
1925     24           .           .           .           .           .           .
1925     25           .           .           .           .           .           .
1925     26           .           .           .           .           .           .
1925     27           .           .           .           .           .           .
1925     28           .           .           .           .           .           .
1925     29           .           .           .           .           .           .
1925     30           .           .           .           .           .           .
1925     31           .           .           .           .           .           .
1925     32           .           .           .           .           .           .
1925     33           .           .           .           .           .           .
1925     34           .           .           .           .           .           .
1925     35           .           .           .           .           .           .
1925     36           .           .           .           .           .           .
1925     37           .           .           .           .           .           .
1925     38           .           .           .           .           .           .
1925     39           .           .           .           .           .           .
1925     40           .           .           .           .           .           .
1925     41           .           .           .           .           .           .
1925     42           .           .           .           .           .           .
1925     43           .           .           .           .           .           .
1925     44           .           .           .           .           .           .
1925     45     0.00074     0.00006     0.00006     0.00010     0.00018     0.00034
1925     46     0.00028     0.00002     0.00000     0.00004     0.00006     0.00016
1925     47     0.00018     0.00000     0.00002     0.00006     0.00004     0.00006
1925     48     0.00010     0.00000     0.00000     0.00002     0.00004     0.00004
1925     49     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1925     50     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1925     51     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1925     52     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1925     53     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1925     54     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1925     55+    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1926     12-          .           .           .           .           .           .
1926     13           .           .           .           .           .           .
1926     14           .           .           .           .           .           .
1926     15           .           .           .           .           .           .
1926     16           .           .           .           .           .           .
1926     17           .           .           .           .           .           .
1926     18           .           .           .           .           .           .
1926     19           .           .           .           .           .           .
1926     20           .           .           .           .           .           .
1926     21           .           .           .           .           .           .
1926     22           .           .           .           .           .           .
1926     23           .           .           .           .           .           .
1926     24           .           .           .           .           .           .
1926     25           .           .           .           .           .           .
1926     26           .           .           .           .           .           .
1926     27           .           .           .           .           .           .
1926     28           .           .           .           .           .           .
1926     29           .           .           .           .           .           .
1926     30           .           .           .           .           .           .
1926     31           .           .           .           .           .           .
1926     32           .           .           .           .           .           .
1926     33           .           .           .           .           .           .
1926     34           .           .           .           .           .           .
1926     35           .           .           .           .           .           .
1926     36           .           .           .           .           .           .
1926     37           .           .           .           .           .           .
1926     38           .           .           .           .           .           .
1926     39           .           .           .           .           .           .
1926     40           .           .           .           .           .           .
1926     41           .           .           .           .           .           .
1926     42           .           .           .           .           .           .
1926     43           .           .           .           .           .           .
1926     44     0.00182     0.00029     0.00033     0.00029     0.00031     0.00060
1926     45     0.00089     0.00006     0.00017     0.00017     0.00021     0.00029
1926     46     0.00039     0.00006     0.00002     0.00008     0.00004     0.00019
1926     47     0.00010     0.00000     0.00000     0.00004     0.00002     0.00004
1926     48     0.00004     0.00002     0.00000     0.00000     0.00000     0.00002
1926     49     0.00004     0.00002     0.00000     0.00000     0.00000     0.00002
1926     50     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1926     51     0.00002     0.00000     0.00000     0.00002     0.00000     0.00000
1926     52     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1926     53     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1926     54     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1926     55+    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1927     12-          .           .           .           .           .           .
