Sweden, Cumulative period fertility rates by birth order (vertical parallelograms)
Last modified: 14/04/2023
Year  ARDY  Cohort     CPFR     CPFR1     CPFR2     CPFR3     CPFR4    CPFR5p
1972   44    1928     1.910     0.842     0.676     0.270     0.081     0.042
1972   45    1927     1.912     0.842     0.676     0.271     0.081     0.042
1972   46    1926     1.913     0.842     0.676     0.271     0.081     0.043
1972   47    1925     1.913     0.842     0.676     0.271     0.081     0.043
1972   48    1924     1.914     0.843     0.676     0.271     0.081     0.043
1972   49    1923     1.914     0.843     0.676     0.271     0.081     0.043
1972   50    1922     1.914     0.843     0.676     0.271     0.081     0.043
1972   51    1921     1.914     0.843     0.676     0.271     0.081     0.043
1972   52    1920     1.914     0.843     0.676     0.271     0.081     0.043
1972   53    1919     1.914     0.843     0.676     0.271     0.081     0.043
1972   54    1918     1.914     0.843     0.676     0.271     0.081     0.043
1972   55    1917     1.914     0.843     0.676     0.271     0.081     0.043
1973   12    1961     0.000     0.000     0.000     0.000     0.000     0.000
1973   13    1960     0.000     0.000     0.000     0.000     0.000     0.000
1973   14    1959     0.000     0.000     0.000     0.000     0.000     0.000
1973   15    1958     0.000     0.000     0.000     0.000     0.000     0.000
1973   16    1957     0.001     0.001     0.000     0.000     0.000     0.000
1973   17    1956     0.006     0.006     0.000     0.000     0.000     0.000
1973   18    1955     0.025     0.025     0.000     0.000     0.000     0.000
1973   19    1954     0.062     0.060     0.002     0.000     0.000     0.000
1973   20    1953     0.118     0.109     0.008     0.000     0.000     0.000
1973   21    1952     0.199     0.175     0.023     0.001     0.000     0.000
1973   22    1951     0.301     0.252     0.046     0.003     0.000     0.000
1973   23    1950     0.418     0.329     0.082     0.006     0.000     0.000
1973   24    1949     0.549     0.407     0.127     0.014     0.001     0.000
1973   25    1948     0.690     0.484     0.179     0.024     0.002     0.000
1973   26    1947     0.831     0.553     0.236     0.037     0.004     0.000
1973   27    1946     0.974     0.616     0.296     0.054     0.007     0.001
1973   28    1945     1.110     0.666     0.357     0.074     0.011     0.002
1973   29    1944     1.234     0.706     0.416     0.095     0.014     0.003
1973   30    1943     1.349     0.738     0.469     0.119     0.019     0.004
1973   31    1942     1.447     0.762     0.513     0.142     0.025     0.006
1973   32    1941     1.532     0.780     0.550     0.164     0.030     0.008
1973   33    1940     1.601     0.793     0.577     0.185     0.036     0.011
1973   34    1939     1.659     0.803     0.598     0.202     0.042     0.014
1973   35    1938     1.708     0.810     0.614     0.218     0.048     0.017
1973   36    1937     1.748     0.816     0.627     0.230     0.054     0.020
1973   37    1936     1.780     0.821     0.637     0.239     0.059     0.023
1973   38    1935     1.804     0.825     0.644     0.246     0.063     0.026
1973   39    1934     1.824     0.828     0.649     0.251     0.067     0.029
1973   40    1933     1.838     0.829     0.652     0.255     0.070     0.032
1973   41    1932     1.849     0.831     0.655     0.258     0.072     0.033
1973   42    1931     1.856     0.831     0.656     0.259     0.074     0.035
1973   43    1930     1.861     0.832     0.657     0.260     0.075     0.037
1973   44    1929     1.864     0.832     0.658     0.261     0.075     0.038
1973   45    1928     1.866     0.832     0.658     0.261     0.076     0.038
1973   46    1927     1.867     0.832     0.658     0.262     0.076     0.039
1973   47    1926     1.867     0.832     0.658     0.262     0.076     0.039
1973   48    1925     1.868     0.833     0.658     0.262     0.076     0.039
1973   49    1924     1.868     0.833     0.658     0.262     0.076     0.039
1973   50    1923     1.868     0.833     0.658     0.262     0.076     0.039
1973   51    1922     1.868     0.833     0.658     0.262     0.076     0.039
1973   52    1921     1.868     0.833     0.658     0.262     0.076     0.039
1973   53    1920     1.868     0.833     0.658     0.262     0.076     0.039
1973   54    1919     1.868     0.833     0.658     0.262     0.076     0.039
1973   55    1918     1.868     0.833     0.658     0.262     0.076     0.039
1974   12    1962     0.000     0.000     0.000     0.000     0.000     0.000
1974   13    1961     0.000     0.000     0.000     0.000     0.000     0.000
1974   14    1960     0.000     0.000     0.000     0.000     0.000     0.000
1974   15    1959     0.000     0.000     0.000     0.000     0.000     0.000
1974   16    1958     0.001     0.001     0.000     0.000     0.000     0.000
1974   17    1957     0.006     0.005     0.000     0.000     0.000     0.000
1974   18    1956     0.022     0.022     0.000     0.000     0.000     0.000
1974   19    1955     0.058     0.056     0.002     0.000     0.000     0.000
1974   20    1954     0.119     0.110     0.008     0.000     0.000     0.000
1974   21    1953     0.203     0.180     0.022     0.001     0.000     0.000
1974   22    1952     0.305     0.256     0.046     0.003     0.000     0.000
1974   23    1951     0.424     0.335     0.082     0.006     0.000     0.000
1974   24    1950     0.557     0.414     0.129     0.013     0.001     0.000
1974   25    1949     0.698     0.489     0.183     0.023     0.002     0.000
1974   26    1948     0.841     0.560     0.242     0.036     0.004     0.000
1974   27    1947     0.985     0.621     0.303     0.053     0.006     0.001
1974   28    1946     1.121     0.671     0.367     0.073     0.009     0.001
1974   29    1945     1.247     0.710     0.428     0.094     0.013     0.002
1974   30    1944     1.359     0.740     0.482     0.116     0.018     0.004
1974   31    1943     1.457     0.763     0.528     0.138     0.023     0.005
1974   32    1942     1.542     0.780     0.566     0.160     0.028     0.008
1974   33    1941     1.613     0.795     0.594     0.179     0.034     0.009
1974   34    1940     1.672     0.805     0.618     0.197     0.040     0.012
1974   35    1939     1.720     0.813     0.634     0.212     0.046     0.015
1974   36    1938     1.758     0.819     0.647     0.223     0.051     0.017
1974   37    1937     1.789     0.824     0.657     0.233     0.055     0.020
1974   38    1936     1.813     0.828     0.663     0.239     0.059     0.023
1974   39    1935     1.832     0.831     0.669     0.244     0.063     0.025
1974   40    1934     1.847     0.834     0.672     0.248     0.066     0.028
1974   41    1933     1.858     0.835     0.674     0.251     0.068     0.030
1974   42    1932     1.866     0.836     0.676     0.252     0.069     0.032
1974   43    1931     1.870     0.837     0.677     0.253     0.070     0.033
1974   44    1930     1.873     0.837     0.677     0.254     0.071     0.034
1974   45    1929     1.874     0.838     0.678     0.254     0.071     0.034
1974   46    1928     1.875     0.838     0.678     0.254     0.071     0.034
1974   47    1927     1.876     0.838     0.678     0.254     0.071     0.034
1974   48    1926     1.876     0.838     0.678     0.254     0.071     0.034
1974   49    1925     1.876     0.838     0.678     0.254     0.071     0.034
1974   50    1924     1.876     0.838     0.678     0.254     0.072     0.034
1974   51    1923     1.876     0.838     0.678     0.254     0.072     0.034
1974   52    1922     1.876     0.838     0.678     0.254     0.072     0.034
1974   53    1921     1.876     0.838     0.678     0.254     0.072     0.034
1974   54    1920     1.876     0.838     0.678     0.254     0.072     0.034
1974   55    1919     1.876     0.838     0.678     0.254     0.072     0.034
1975   12    1963     0.000     0.000     0.000     0.000     0.000     0.000
1975   13    1962     0.000     0.000     0.000     0.000     0.000     0.000
1975   14    1961     0.000     0.000     0.000     0.000     0.000     0.000
1975   15    1960     0.000     0.000     0.000     0.000     0.000     0.000
1975   16    1959     0.001     0.001     0.000     0.000     0.000     0.000
1975   17    1958     0.005     0.005     0.000     0.000     0.000     0.000
1975   18    1957     0.020     0.019     0.000     0.000     0.000     0.000
1975   19    1956     0.051     0.049     0.002     0.000     0.000     0.000
1975   20    1955     0.106     0.099     0.007     0.000     0.000     0.000
1975   21    1954     0.182     0.161     0.020     0.001     0.000     0.000
1975   22    1953     0.276     0.230     0.044     0.002     0.000     0.000
1975   23    1952     0.388     0.303     0.079     0.005     0.000     0.000
1975   24    1951     0.513     0.379     0.123     0.011     0.001     0.000
1975   25    1950     0.644     0.450     0.173     0.019     0.002     0.000
1975   26    1949     0.787     0.520     0.233     0.031     0.003     0.000
1975   27    1948     0.925     0.581     0.292     0.046     0.005     0.001
1975   28    1947     1.055     0.631     0.352     0.063     0.008     0.001
1975   29    1946     1.175     0.669     0.410     0.083     0.011     0.002
1975   30    1945     1.284     0.700     0.463     0.103     0.016     0.003
1975   31    1944     1.377     0.724     0.507     0.122     0.020     0.004
1975   32    1943     1.458     0.742     0.544     0.141     0.025     0.006
1975   33    1942     1.526     0.757     0.572     0.160     0.030     0.008
1975   34    1941     1.581     0.767     0.593     0.176     0.035     0.010
1975   35    1940     1.628     0.776     0.610     0.190     0.039     0.013
1975   36    1939     1.664     0.782     0.622     0.201     0.043     0.015
1975   37    1938     1.693     0.787     0.630     0.210     0.048     0.018
1975   38    1937     1.715     0.790     0.637     0.216     0.051     0.020
1975   39    1936     1.732     0.793     0.641     0.221     0.054     0.022
1975   40    1935     1.744     0.795     0.645     0.224     0.056     0.025
1975   41    1934     1.754     0.796     0.647     0.226     0.058     0.027
1975   42    1933     1.760     0.797     0.648     0.228     0.059     0.028
1975   43    1932     1.764     0.798     0.649     0.229     0.060     0.029
1975   44    1931     1.766     0.798     0.649     0.229     0.060     0.030
1975   45    1930     1.768     0.798     0.650     0.230     0.060     0.030
1975   46    1929     1.768     0.798     0.650     0.230     0.060     0.030
1975   47    1928     1.769     0.798     0.650     0.230     0.061     0.030
1975   48    1927     1.769     0.798     0.650     0.230     0.061     0.031
1975   49    1926     1.769     0.798     0.650     0.230     0.061     0.031
1975   50    1925     1.769     0.798     0.650     0.230     0.061     0.031
1975   51    1924     1.769     0.798     0.650     0.230     0.061     0.031
1975   52    1923     1.769     0.798     0.650     0.230     0.061     0.031
1975   53    1922     1.769     0.798     0.650     0.230     0.061     0.031
1975   54    1921     1.769     0.798     0.650     0.230     0.061     0.031
1975   55    1920     1.769     0.798     0.650     0.230     0.061     0.031
1976   12    1964     0.000     0.000     0.000     0.000     0.000     0.000
1976   13    1963     0.000     0.000     0.000     0.000     0.000     0.000
1976   14    1962     0.000     0.000     0.000     0.000     0.000     0.000
1976   15    1961     0.000     0.000     0.000     0.000     0.000     0.000
1976   16    1960     0.001     0.001     0.000     0.000     0.000     0.000
1976   17    1959     0.004     0.004     0.000     0.000     0.000     0.000
1976   18    1958     0.016     0.016     0.000     0.000     0.000     0.000
1976   19    1957     0.043     0.041     0.002     0.000     0.000     0.000
1976   20    1956     0.090     0.083     0.006     0.000     0.000     0.000
1976   21    1955     0.162     0.142     0.019     0.001     0.000     0.000
1976   22    1954     0.249     0.208     0.040     0.002     0.000     0.000
1976   23    1953     0.353     0.275     0.073     0.005     0.000     0.000
1976   24    1952     0.466     0.342     0.114     0.009     0.001     0.000
1976   25    1951     0.590     0.410     0.162     0.016     0.002     0.000
1976   26    1950     0.723     0.475     0.218     0.027     0.003     0.000
1976   27    1949     0.856     0.533     0.278     0.041     0.005     0.001
1976   28    1948     0.987     0.582     0.339     0.057     0.007     0.001
1976   29    1947     1.102     0.620     0.396     0.073     0.010     0.002
1976   30    1946     1.207     0.651     0.448     0.092     0.013     0.003
1976   31    1945     1.297     0.675     0.490     0.111     0.017     0.004
1976   32    1944     1.374     0.694     0.526     0.128     0.021     0.005
1976   33    1943     1.440     0.707     0.554     0.146     0.026     0.007
1976   34    1942     1.494     0.717     0.576     0.161     0.031     0.009
1976   35    1941     1.540     0.726     0.593     0.174     0.035     0.010
1976   36    1940     1.577     0.733     0.606     0.186     0.040     0.013
1976   37    1939     1.606     0.738     0.615     0.194     0.043     0.016
1976   38    1938     1.628     0.742     0.621     0.201     0.047     0.018
1976   39    1937     1.645     0.745     0.626     0.205     0.049     0.020
1976   40    1936     1.658     0.746     0.630     0.208     0.052     0.021
1976   41    1935     1.667     0.748     0.632     0.211     0.053     0.023
1976   42    1934     1.673     0.749     0.633     0.212     0.054     0.024
1976   43    1933     1.676     0.750     0.634     0.213     0.055     0.025
1976   44    1932     1.679     0.750     0.634     0.214     0.055     0.026
1976   45    1931     1.680     0.750     0.634     0.214     0.055     0.026
1976   46    1930     1.681     0.750     0.635     0.214     0.055     0.027
1976   47    1929     1.682     0.750     0.635     0.214     0.056     0.027
1976   48    1928     1.682     0.750     0.635     0.214     0.056     0.027
1976   49    1927     1.682     0.750     0.635     0.214     0.056     0.027
1976   50    1926     1.682     0.750     0.635     0.214     0.056     0.027
1976   51    1925     1.682     0.750     0.635     0.214     0.056     0.027
1976   52    1924     1.682     0.750     0.635     0.214     0.056     0.027
1976   53    1923     1.682     0.750     0.635     0.214     0.056     0.027
1976   54    1922     1.682     0.750     0.635     0.214     0.056     0.027
1976   55    1921     1.682     0.750     0.635     0.214     0.056     0.027
1977   12    1965     0.000     0.000     0.000     0.000     0.000     0.000
1977   13    1964     0.000     0.000     0.000     0.000     0.000     0.000
1977   14    1963     0.000     0.000     0.000     0.000     0.000     0.000
1977   15    1962     0.000     0.000     0.000     0.000     0.000     0.000
1977   16    1961     0.001     0.001     0.000     0.000     0.000     0.000
1977   17    1960     0.004     0.004     0.000     0.000     0.000     0.000
1977   18    1959     0.014     0.013     0.000     0.000     0.000     0.000
1977   19    1958     0.036     0.035     0.001     0.000     0.000     0.000
1977   20    1957     0.079     0.073     0.006     0.000     0.000     0.000
1977   21    1956     0.144     0.127     0.017     0.001     0.000     0.000
1977   22    1955     0.229     0.189     0.038     0.002     0.000     0.000
1977   23    1954     0.328     0.252     0.071     0.005     0.000     0.000
1977   24    1953     0.438     0.316     0.112     0.010     0.001     0.000
1977   25    1952     0.560     0.381     0.162     0.017     0.001     0.000
1977   26    1951     0.690     0.444     0.218     0.026     0.002     0.000
1977   27    1950     0.821     0.502     0.277     0.038     0.004     0.001
1977   28    1949     0.948     0.550     0.337     0.054     0.006     0.001
1977   29    1948     1.065     0.589     0.395     0.070     0.009     0.002
1977   30    1947     1.171     0.620     0.448     0.088     0.013     0.003
1977   31    1946     1.264     0.644     0.492     0.108     0.016     0.004
1977   32    1945     1.342     0.663     0.529     0.125     0.020     0.005
1977   33    1944     1.406     0.676     0.558     0.142     0.024     0.006
1977   34    1943     1.461     0.686     0.580     0.157     0.029     0.008
1977   35    1942     1.504     0.694     0.597     0.170     0.034     0.010
1977   36    1941     1.541     0.701     0.609     0.181     0.037     0.012
1977   37    1940     1.569     0.706     0.618     0.190     0.041     0.014
1977   38    1939     1.592     0.710     0.625     0.196     0.045     0.016
1977   39    1938     1.609     0.713     0.630     0.201     0.047     0.018
1977   40    1937     1.621     0.715     0.633     0.205     0.049     0.020
1977   41    1936     1.630     0.717     0.635     0.207     0.051     0.021
1977   42    1935     1.636     0.717     0.636     0.208     0.052     0.023
1977   43    1934     1.640     0.718     0.637     0.209     0.053     0.023
1977   44    1933     1.643     0.718     0.638     0.210     0.053     0.024
1977   45    1932     1.644     0.718     0.638     0.210     0.053     0.024
1977   46    1931     1.645     0.719     0.638     0.210     0.054     0.025
1977   47    1930     1.645     0.719     0.638     0.210     0.054     0.025
1977   48    1929     1.645     0.719     0.638     0.210     0.054     0.025
1977   49    1928     1.645     0.719     0.638     0.210     0.054     0.025
1977   50    1927     1.645     0.719     0.638     0.210     0.054     0.025
1977   51    1926     1.645     0.719     0.638     0.210     0.054     0.025
1977   52    1925     1.645     0.719     0.638     0.210     0.054     0.025
1977   53    1924     1.645     0.719     0.638     0.210     0.054     0.025
1977   54    1923     1.645     0.719     0.638     0.210     0.054     0.025
1977   55    1922     1.645     0.719     0.638     0.210     0.054     0.025
1978   12    1966     0.000     0.000     0.000     0.000     0.000     0.000
1978   13    1965     0.000     0.000     0.000     0.000     0.000     0.000
1978   14    1964     0.000     0.000     0.000     0.000     0.000     0.000
1978   15    1963     0.000     0.000     0.000     0.000     0.000     0.000
1978   16    1962     0.001     0.001     0.000     0.000     0.000     0.000
1978   17    1961     0.003     0.003     0.000     0.000     0.000     0.000
1978   18    1960     0.011     0.011     0.000     0.000     0.000     0.000
1978   19    1959     0.032     0.030     0.001     0.000     0.000     0.000
1978   20    1958     0.070     0.064     0.005     0.000     0.000     0.000
1978   21    1957     0.128     0.113     0.015     0.001     0.000     0.000
1978   22    1956     0.205     0.169     0.034     0.002     0.000     0.000
1978   23    1955     0.297     0.228     0.064     0.005     0.000     0.000
1978   24    1954     0.403     0.288     0.105     0.009     0.001     0.000
1978   25    1953     0.519     0.349     0.152     0.016     0.001     0.000
1978   26    1952     0.643     0.409     0.205     0.026     0.002     0.000
1978   27    1951     0.770     0.464     0.263     0.039     0.004     0.001
1978   28    1950     0.893     0.511     0.320     0.054     0.007     0.001
1978   29    1949     1.009     0.550     0.377     0.071     0.010     0.002
1978   30    1948     1.115     0.580     0.430     0.089     0.013     0.002
1978   31    1947     1.210     0.605     0.475     0.109     0.017     0.003
1978   32    1946     1.290     0.624     0.511     0.128     0.021     0.005
1978   33    1945     1.356     0.637     0.540     0.146     0.026     0.007
1978   34    1944     1.412     0.648     0.564     0.162     0.030     0.008
1978   35    1943     1.457     0.656     0.581     0.175     0.034     0.010
1978   36    1942     1.493     0.663     0.594     0.186     0.038     0.012
1978   37    1941     1.523     0.668     0.604     0.195     0.042     0.014
1978   38    1940     1.547     0.672     0.611     0.202     0.046     0.016
1978   39    1939     1.564     0.675     0.616     0.207     0.048     0.018
1978   40    1938     1.576     0.677     0.619     0.210     0.051     0.020
1978   41    1937     1.585     0.678     0.622     0.212     0.052     0.021
1978   42    1936     1.592     0.679     0.623     0.214     0.054     0.022
1978   43    1935     1.595     0.680     0.624     0.215     0.054     0.023
1978   44    1934     1.598     0.680     0.624     0.215     0.055     0.024
1978   45    1933     1.599     0.680     0.624     0.215     0.055     0.024
1978   46    1932     1.599     0.680     0.624     0.215     0.055     0.024
1978   47    1931     1.600     0.681     0.624     0.216     0.055     0.024
1978   48    1930     1.600     0.681     0.624     0.216     0.055     0.024
1978   49    1929     1.600     0.681     0.624     0.216     0.055     0.024
1978   50    1928     1.600     0.681     0.624     0.216     0.055     0.024
1978   51    1927     1.600     0.681     0.624     0.216     0.055     0.024
1978   52    1926     1.600     0.681     0.624     0.216     0.055     0.024
1978   53    1925     1.600     0.681     0.624     0.216     0.055     0.024
1978   54    1924     1.600     0.681     0.624     0.216     0.055     0.024
1978   55    1923     1.600     0.681     0.624     0.216     0.055     0.024
1979   12    1967     0.000     0.000     0.000     0.000     0.000     0.000
1979   13    1966     0.000     0.000     0.000     0.000     0.000     0.000
1979   14    1965     0.000     0.000     0.000     0.000     0.000     0.000
1979   15    1964     0.000     0.000     0.000     0.000     0.000     0.000
1979   16    1963     0.001     0.001     0.000     0.000     0.000     0.000
1979   17    1962     0.003     0.003     0.000     0.000     0.000     0.000
1979   18    1961     0.011     0.010     0.000     0.000     0.000     0.000
1979   19    1960     0.029     0.027     0.001     0.000     0.000     0.000
1979   20    1959     0.065     0.060     0.005     0.000     0.000     0.000
1979   21    1958     0.119     0.105     0.013     0.001     0.000     0.000
1979   22    1957     0.191     0.161     0.029     0.002     0.000     0.000
1979   23    1956     0.281     0.220     0.057     0.004     0.000     0.000
1979   24    1955     0.383     0.279     0.094     0.009     0.001     0.000
1979   25    1954     0.502     0.343     0.141     0.017     0.002     0.000
1979   26    1953     0.629     0.405     0.194     0.027     0.003     0.000
1979   27    1952     0.758     0.462     0.250     0.041     0.005     0.001
1979   28    1951     0.889     0.512     0.311     0.058     0.007     0.001
1979   29    1950     1.014     0.555     0.370     0.077     0.010     0.002
1979   30    1949     1.129     0.590     0.424     0.098     0.014     0.003
1979   31    1948     1.229     0.616     0.471     0.120     0.018     0.004
1979   32    1947     1.316     0.637     0.510     0.141     0.023     0.005
1979   33    1946     1.388     0.652     0.541     0.161     0.028     0.007
1979   34    1945     1.449     0.663     0.565     0.179     0.033     0.008
1979   35    1944     1.497     0.671     0.584     0.194     0.038     0.010
1979   36    1943     1.538     0.679     0.598     0.207     0.043     0.013
1979   37    1942     1.571     0.684     0.609     0.217     0.047     0.015
1979   38    1941     1.596     0.688     0.617     0.225     0.050     0.017
1979   39    1940     1.616     0.691     0.622     0.230     0.054     0.019
1979   40    1939     1.630     0.693     0.626     0.234     0.056     0.021
1979   41    1938     1.641     0.694     0.628     0.237     0.058     0.023
1979   42    1937     1.647     0.695     0.630     0.239     0.059     0.024
1979   43    1936     1.652     0.696     0.631     0.241     0.060     0.025
1979   44    1935     1.655     0.697     0.631     0.241     0.061     0.025
1979   45    1934     1.657     0.697     0.631     0.242     0.061     0.026
1979   46    1933     1.657     0.697     0.631     0.242     0.061     0.026
