Ukraine, Live births by calendar year, age reached during the year (ARDY) and birth cohort (vertical parallelograms)
Last modified: 13/11/2015
Year  ARDY   Cohort       Total
1962    55+   1907-       81.50
1963    12-   1951+        0.02
1963    13    1950         0.41
1963    14    1949         7.30
1963    15    1948        70.65
1963    16    1947       402.14
1963    17    1946      2341.83
1963    18    1945      6069.10
1963    19    1944     17903.90
1963    20    1943     24742.62
1963    21    1942     36968.71
1963    22    1941     57103.62
1963    23    1940     66260.33
1963    24    1939     72800.67
1963    25    1938     79206.73
1963    26    1937     71207.52
1963    27    1936     53675.93
1963    28    1935     39724.50
1963    29    1934     29932.35
1963    30    1933     25901.14
1963    31    1932     29729.33
1963    32    1931     25275.32
1963    33    1930     29360.32
1963    34    1929     24615.51
1963    35    1928     24381.60
1963    36    1927     17464.70
1963    37    1926     15438.06
1963    38    1925     12249.24
1963    39    1924     10360.13
1963    40    1923      7780.44
1963    41    1922      5742.06
1963    42    1921      3390.82
1963    43    1920      2039.48
1963    44    1919      1081.71
1963    45    1918       751.36
1963    46    1917       312.04
1963    47    1916       224.75
1963    48    1915       155.39
1963    49    1914       122.25
1963    50    1913        59.38
1963    51    1912        36.47
1963    52    1911        19.51
1963    53    1910        17.42
1963    54    1909        10.94
1963    55+   1908-       31.33
1964    12-   1952+        0.02
1964    13    1951         0.39
1964    14    1950         7.10
1964    15    1949        76.41
1964    16    1948       508.18
1964    17    1947      2240.10
1964    18    1946      8768.60
1964    19    1945     13973.87
1964    20    1944     23816.68
1964    21    1943     27078.93
1964    22    1942     41810.11
1964    23    1941     59516.19
1964    24    1940     66089.61
1964    25    1939     70227.40
1964    26    1938     69375.19
1964    27    1937     60186.49
1964    28    1936     46000.43
1964    29    1935     35674.15
1964    30    1934     27745.96
1964    31    1933     22418.54
1964    32    1932     24438.12
1964    33    1931     21164.05
1964    34    1930     24762.64
1964    35    1929     19957.74
1964    36    1928     18495.00
1964    37    1927     13597.15
1964    38    1926     12053.37
1964    39    1925      9591.36
1964    40    1924      7906.92
1964    41    1923      5687.20
1964    42    1922      3810.55
1964    43    1921      1963.29
1964    44    1920      1060.57
1964    45    1919       604.01
1964    46    1918       448.13
1964    47    1917       176.54
1964    48    1916       118.14
1964    49    1915        69.91
1964    50    1914        38.89
1964    51    1913        14.73
1964    52    1912        10.68
1964    53    1911         8.45
1964    54    1910        14.58
1964    55+   1909-      161.68
1965    12-   1953+        0.01
1965    13    1952         0.38
1965    14    1951         6.47
1965    15    1950        66.86
1965    16    1949       517.15
1965    17    1948      2511.82
1965    18    1947      8044.24
1965    19    1946     20375.42
1965    20    1945     19684.81
1965    21    1944     28324.73
1965    22    1943     32306.14
1965    23    1942     43871.51
1965    24    1941     58176.92
1965    25    1940     60496.27
1965    26    1939     59548.46
1965    27    1938     55377.80
1965    28    1937     50395.68
1965    29    1936     41036.13
1965    30    1935     33344.58
1965    31    1934     24513.31
1965    32    1933     18942.76
1965    33    1932     21278.45
1965    34    1931     18507.75
1965    35    1930     20726.77
1965    36    1929     16170.70
1965    37    1928     14937.66
1965    38    1927     11235.32
1965    39    1926      9772.83
1965    40    1925      7396.47
1965    41    1924      5682.64
1965    42    1923      3748.28
1965    43    1922      2350.47
1965    44    1921      1223.38
1965    45    1920       714.13
1965    46    1919       423.01
1965    47    1918       251.37
1965    48    1917        76.55
1965    49    1916        40.64
1965    50    1915        23.29
1965    51    1914        18.43
1965    52    1913        10.25
1965    53    1912         7.40
1965    54    1911         3.87
1965    55+   1910-       11.90
1966    12-   1954+        0.02
1966    13    1953         0.40
1966    14    1952         7.32
1966    15    1951        74.45
1966    16    1950       521.82
1966    17    1949      2915.77
1966    18    1948      9894.56
1966    19    1947     20747.76
1966    20    1946     31850.06
1966    21    1945     25989.92
1966    22    1944     37060.19
1966    23    1943     36947.27
1966    24    1942     46889.81
1966    25    1941     59274.38
1966    26    1940     56254.92
1966    27    1939     53927.80
1966    28    1938     52206.15
1966    29    1937     51873.72
1966    30    1936     42416.95
1966    31    1935     32135.60
1966    32    1934     22713.42
1966    33    1933     17453.16
1966    34    1932     19403.30
1966    35    1931     16377.74
1966    36    1930     17754.13
1966    37    1929     13842.24
1966    38    1928     12581.94
1966    39    1927      9412.15
1966    40    1926      7553.26
1966    41    1925      5374.30
1966    42    1924      3991.67
1966    43    1923      2536.69
1966    44    1922      1608.29
1966    45    1921       874.00
1966    46    1920       508.02
1966    47    1919       274.67
1966    48    1918       140.69
1966    49    1917        39.80
1966    50    1916        23.47
1966    51    1915        16.39
1966    52    1914        11.95
1966    53    1913         5.30
1966    54    1912         2.86
1966    55+   1911-        3.70
1967    12-   1955+        0.02
1967    13    1954         0.41
1967    14    1953         6.71
1967    15    1952        71.36
1967    16    1951       492.63
1967    17    1950      2637.66
1967    18    1949     11179.38
1967    19    1948     24622.92
1967    20    1947     33006.47
1967    21    1946     42343.49
1967    22    1945     32837.99
1967    23    1944     40989.65
1967    24    1943     37619.54
1967    25    1942     44568.99
1967    26    1941     51040.33
1967    27    1940     46060.56
1967    28    1939     47250.08
1967    29    1938     49348.66
1967    30    1937     49570.81
1967    31    1936     37485.63
1967    32    1935     27859.26
1967    33    1934     19477.01
1967    34    1933     14527.09
1967    35    1932     16205.08
1967    36    1931     13373.50
1967    37    1930     14017.47
1967    38    1929     11050.10
1967    39    1928      9807.53
1967    40    1927      7028.26
1967    41    1926      5325.46
1967    42    1925      3698.95
1967    43    1924      2548.97
1967    44    1923      1490.31
1967    45    1922       871.82
1967    46    1921       442.43
1967    47    1920       240.62
1967    48    1919       132.53
1967    49    1918        73.45
1967    50    1917        29.94
1967    51    1916        22.17
1967    52    1915        12.83
1967    53    1914         7.60
1967    54    1913         2.58
1967    55+   1912-        2.77
1968    12-   1956+        0.02
1968    13    1955         0.43
1968    14    1954         8.11
1968    15    1953        80.25
1968    16    1952       546.51
1968    17    1951      2856.30
1968    18    1950     11231.10
1968    19    1949     29625.39
1968    20    1948     40042.71
1968    21    1947     44085.15
1968    22    1946     50966.63
1968    23    1945     34162.75
1968    24    1944     39719.12
1968    25    1943     34525.93
1968    26    1942     37977.87
1968    27    1941     42568.98
1968    28    1940     40667.32
1968    29    1939     46099.96
1968    30    1938     46623.65
1968    31    1937     43664.55
1968    32    1936     31984.80
1968    33    1935     23322.18
1968    34    1934     15831.77
1968    35    1933     11872.64
1968    36    1932     12983.32
1968    37    1931     10210.20
1968    38    1930     10855.91
1968    39    1929      8698.72
1968    40    1928      7309.22
1968    41    1927      5101.62
1968    42    1926      3717.09
1968    43    1925      2419.78
1968    44    1924      1567.59
1968    45    1923       850.40
1968    46    1922       475.00
1968    47    1921       219.28
1968    48    1920        96.73
1968    49    1919        44.19
1968    50    1918        23.85
1968    51    1917         9.41
1968    52    1916         5.89
1968    53    1915         3.90
1968    54    1914         2.91
1968    55+   1913-        4.87
1969    12-   1957+        0.02
1969    13    1956         0.46
1969    14    1955         8.20
1969    15    1954        89.21
1969    16    1953       542.28
1969    17    1952      2781.92
1969    18    1951     10679.84
1969    19    1950     25790.52
1969    20    1949     44405.06
1969    21    1948     49942.31
1969    22    1947     51584.56
1969    23    1946     53410.86
1969    24    1945     33811.87
1969    25    1944     37629.22
1969    26    1943     29984.66
1969    27    1942     31967.74
1969    28    1941     38163.99
1969    29    1940     39089.35
1969    30    1939     43601.16
1969    31    1938     40244.63
1969    32    1937     37147.70
1969    33    1936     26469.40
1969    34    1935     19188.24
1969    35    1934     13470.42
1969    36    1933      9907.88
1969    37    1932     10449.99
1969    38    1931      8266.34
1969    39    1930      8579.62
1969    40    1929      6446.88
1969    41    1928      5046.60
1969    42    1927      3463.35
1969    43    1926      2354.34
1969    44    1925      1486.89
1969    45    1924       932.24
1969    46    1923       508.34
1969    47    1922       282.76
1969    48    1921       123.84
1969    49    1920        54.29
1969    50    1919        28.72
1969    51    1918        17.37
1969    52    1917         7.31
1969    53    1916         5.59
1969    54    1915         4.95
1969    55+   1914-       20.08
1970    12-   1958+        0.02
1970    13    1957         0.53
1970    14    1956         9.93
1970    15    1955       102.76
1970    16    1954       689.51
1970    17    1953      3267.55
1970    18    1952     12314.45
1970    19    1951     29274.88
1970    20    1950     45478.82
1970    21    1949     61637.99
1970    22    1948     61978.18
1970    23    1947     56887.95
1970    24    1946     53710.41
1970    25    1945     32352.89
1970    26    1944     33212.03
1970    27    1943     25605.24
1970    28    1942     28650.41
1970    29    1941     37115.79
1970    30    1940     37143.05
1970    31    1939     38241.75
1970    32    1938     34777.03
1970    33    1937     32062.54
1970    34    1936     23253.42
1970    35    1935     17071.54
1970    36    1934     11478.71
1970    37    1933      8229.58
1970    38    1932      8485.54
1970    39    1931      6539.81
1970    40    1930      6402.29
1970    41    1929      4670.58
1970    42    1928      3455.96
1970    43    1927      2147.25
1970    44    1926      1315.74
1970    45    1925       739.19
1970    46    1924       429.97
1970    47    1923       233.06
1970    48    1922       124.15
1970    49    1921        57.67
1970    50    1920        29.72
1970    51    1919        18.63
1970    52    1918        10.39
1970    53    1917         3.53
1970    54    1916         2.16
1970    55+   1915-        0.43
1971    12-   1959+        0.02
1971    13    1958         0.56
1971    14    1957        10.43
1971    15    1956       110.48
1971    16    1955       702.73
1971    17    1954      3588.63
1971    18    1953     12742.24
1971    19    1952     30440.35
1971    20    1951     46534.10
1971    21    1950     59554.93
1971    22    1949     72309.18
1971    23    1948     64691.34
1971    24    1947     56210.72
1971    25    1946     49364.32
1971    26    1945     27421.03
1971    27    1944     27278.03
1971    28    1943     22351.32
1971    29    1942     26777.26
1971    30    1941     35254.70
1971    31    1940     33172.58
1971    32    1939     33035.89
1971    33    1938     31085.31
1971    34    1937     28942.27
1971    35    1936     20833.57
1971    36    1935     14304.00
1971    37    1934      9200.87
1971    38    1933      6627.51
1971    39    1932      6391.12
1971    40    1931      4960.70
1971    41    1930      4835.82
1971    42    1929      3215.89
1971    43    1928      2108.65
1971    44    1927      1175.74
1971    45    1926       644.70
1971    46    1925       349.56
1971    47    1924       208.87
1971    48    1923       118.45
1971    49    1922        64.94
1971    50    1921        32.70
1971    51    1920        16.93
1971    52    1919         9.87
1971    53    1918         5.29
1971    54    1917         1.71
1971    55+   1916-        5.65
1972    12-   1960+        0.02
1972    13    1959         0.57
1972    14    1958        11.27
1972    15    1957       119.07
1972    16    1956       777.44
1972    17    1955      3747.20
1972    18    1954     14127.43
1972    19    1953     31683.28
1972    20    1952     48160.70
1972    21    1951     59654.40
1972    22    1950     69217.45
1972    23    1949     73913.07
1972    24    1948     61841.91
1972    25    1947     51559.05
1972    26    1946     41939.79
1972    27    1945     23042.41
1972    28    1944     24252.11
1972    29    1943     21071.29
1972    30    1942     25435.86
1972    31    1941     30905.31
1972    32    1940     27625.80
1972    33    1939     28127.24
1972    34    1938     27412.51
1972    35    1937     24500.16
1972    36    1936     16754.94
1972    37    1935     11455.51
1972    38    1934      7128.62
1972    39    1933      4881.58
1972    40    1932      4887.73
1972    41    1931      3797.83
1972    42    1930      3228.82
1972    43    1929      1940.92
1972    44    1928      1185.91
1972    45    1927       624.12
1972    46    1926       343.79
1972    47    1925       178.52
1972    48    1924        85.90
1972    49    1923        37.55
1972    50    1922        15.79
1972    51    1921         7.10
1972    52    1920         3.89
1972    53    1919         2.66
1972    54    1918         1.92
1972    55+   1917-        7.57
1973    12-   1961+        0.02
1973    13    1960         0.64
1973    14    1959        12.91
1973    15    1958       143.78
1973    16    1957       904.27
1973    17    1956      4220.26
1973    18    1955     14235.25
1973    19    1954     32767.26
1973    20    1953     46111.18
1973    21    1952     56847.46
1973    22    1951     64050.68
1973    23    1950     65756.55
1973    24    1949     66738.24
1973    25    1948     52827.31
1973    26    1947     41669.52
1973    27    1946     33751.92
1973    28    1945     19474.03
1973    29    1944     21737.71
1973    30    1943     19485.20
1973    31    1942     21950.58
1973    32    1941     25383.87
1973    33    1940     23585.81
1973    34    1939     24694.24
1973    35    1938     22703.93
1973    36    1937     19204.14
1973    37    1936     13207.80
1973    38    1935      8630.46
1973    39    1934      5110.52
1973    40    1933      3738.20
1973    41    1932      3710.05
1973    42    1931      2471.15
1973    43    1930      1951.22
1973    44    1929      1119.38
1973    45    1928       656.99
1973    46    1927       351.71
1973    47    1926       189.03
1973    48    1925        86.36
1973    49    1924        38.17
1973    50    1923        15.79
1973    51    1922         7.48
1973    52    1921         4.17
1973    53    1920         2.58
1973    54    1919         2.06
1973    55+   1918-       10.02
1974    12-   1962+        0.02
1974    13    1961         0.59
1974    14    1960        12.53
1974    15    1959       133.78
1974    16    1958       909.45
1974    17    1957      4361.92
1974    18    1956     15503.61
1974    19    1955     34327.96
1974    20    1954     51281.99
1974    21    1953     58443.75
1974    22    1952     65626.12
1974    23    1951     65825.56
1974    24    1950     64690.25
1974    25    1949     62564.07
1974    26    1948     46155.91
1974    27    1947     36463.25
1974    28    1946     30509.61
1974    29    1945     18340.72
1974    30    1944     20969.71
1974    31    1943     17368.09
1974    32    1942     18353.17
1974    33    1941     21923.08
1974    34    1940     20742.83
1974    35    1939     20224.32
1974    36    1938     17717.75
1974    37    1937     15027.64
1974    38    1936      9933.30
1974    39    1935      6271.42
1974    40    1934      4009.73
1974    41    1933      2866.14
1974    42    1932      2387.88
1974    43    1931      1446.33
1974    44    1930      1053.79
1974    45    1929       553.62
1974    46    1928       313.20
1974    47    1927       159.69
1974    48    1926        76.17
1974    49    1925        33.48
1974    50    1924        15.09
1974    51    1923         7.46
1974    52    1922         4.17
1974    53    1921         2.18
1974    54    1920         1.16
1974    55+   1919-        3.47
1975    12-   1963+        0.02
1975    13    1962         0.65
1975    14    1961        13.61
1975    15    1960       155.48
1975    16    1959       990.54
1975    17    1958      4831.10
1975    18    1957     16276.49
1975    19    1956     35832.39
1975    20    1955     50219.82
1975    21    1954     61383.03
1975    22    1953     64649.36
1975    23    1952     65519.82
1975    24    1951     63516.28
1975    25    1950     59494.64
1975    26    1949     53525.51
1975    27    1948     38860.45
1975    28    1947     31938.43
1975    29    1946     27843.26
1975    30    1945     17292.42
1975    31    1944     18443.93
1975    32    1943     14400.72
1975    33    1942     15731.89
1975    34    1941     18998.17
1975    35    1940     16877.96
1975    36    1939     15586.56
1975    37    1938     13765.65
1975    38    1937     11526.11
1975    39    1936      7620.71
1975    40    1935      5056.88
1975    41    1934      3078.47
1975    42    1933      1899.67
1975    43    1932      1461.97
1975    44    1931       831.57
1975    45    1930       585.09
1975    46    1929       316.86
1975    47    1928       176.56
1975    48    1927        82.59
1975    49    1926        38.59
1975    50    1925        17.09
1975    51    1924         8.44
1975    52    1923         4.27
1975    53    1922         1.96
1975    54    1921         0.79
1975    55+   1920-        1.22
1976    12-   1964+        0.02
1976    13    1963         0.64
1976    14    1962        14.41
1976    15    1961       159.45
1976    16    1960      1087.38
1976    17    1959      5034.25
1976    18    1958     17860.77
1976    19    1957     38261.21
1976    20    1956     54123.41
1976    21    1955     61679.17
1976    22    1954     69035.59
1976    23    1953     65058.54
1976    24    1952     63544.18
1976    25    1951     59144.76
1976    26    1950     51609.86
1976    27    1949     45461.53
1976    28    1948     33835.21
1976    29    1947     28988.38
1976    30    1946     25296.94
1976    31    1945     14354.76
1976    32    1944     14442.88
1976    33    1943     11573.13
1976    34    1942     12797.14
1976    35    1941     14991.87
1976    36    1940     12828.90
1976    37    1939     11877.27
1976    38    1938     10665.96
1976    39    1937      9042.29
1976    40    1936      5899.36
1976    41    1935      3636.09
1976    42    1934      1965.26
1976    43    1933      1070.01
1976    44    1932       733.70
1976    45    1931       414.21
1976    46    1930       305.48
1976    47    1929       149.55
1976    48    1928        70.96
1976    49    1927        29.42
1976    50    1926        12.56
1976    51    1925         5.76
1976    52    1924         3.12
1976    53    1923         1.60
1976    54    1922         0.77
1976    55+   1921-        1.23
1977    12-   1965+        0.02
1977    13    1964         0.62
1977    14    1963        14.46
1977    15    1962       168.49
1977    16    1961      1098.72
1977    17    1960      5289.97
1977    18    1959     17220.55
1977    19    1958     38297.82
1977    20    1957     52559.82
1977    21    1956     60953.27
1977    22    1955     63958.29
1977    23    1954     65084.23
1977    24    1953     59812.81
1977    25    1952     56804.36
1977    26    1951     49237.44
1977    27    1950     41883.81
1977    28    1949     38430.10
1977    29    1948     30279.88
1977    30    1947     26284.30
1977    31    1946     21409.97
1977    32    1945     11823.13
1977    33    1944     12100.44
1977    34    1943      9578.48
1977    35    1942     10306.57
1977    36    1941     11460.65
1977    37    1940      9544.13
1977    38    1939      9021.48
1977    39    1938      8286.41
1977    40    1937      6528.55
1977    41    1936      3909.34
1977    42    1935      2268.38
1977    43    1934      1111.50
1977    44    1933       563.30
1977    45    1932       444.02
1977    46    1931       271.13
1977    47    1930       141.96
1977    48    1929        45.36
1977    49    1928        14.39
1977    50    1927         4.13
1977    51    1926         1.63
1977    52    1925         0.93
1977    53    1924         0.60
1977    54    1923         0.41
1977    55+   1922-        1.17
1978    12-   1966+        0.02
1978    13    1965         0.57
1978    14    1964        12.16
1978    15    1963       159.24
1978    16    1962      1165.01
1978    17    1961      5253.50
1978    18    1960     18063.16
1978    19    1959     38865.74
1978    20    1958     61523.54
1978    21    1957     70290.36
1978    22    1956     68817.05
1978    23    1955     61465.93
1978    24    1954     57165.25
1978    25    1953     48720.06
1978    26    1952     46032.29
1978    27    1951     42283.36
1978    28    1950     37941.03
1978    29    1949     36823.08
1978    30    1948     26521.21
1978    31    1947     20648.60
1978    32    1946     18094.86
1978    33    1945      9256.71
1978    34    1944      9862.08
1978    35    1943      7646.01
1978    36    1942      7733.07
1978    37    1941      8853.42
1978    38    1940      7522.75
1978    39    1939      6650.80
1978    40    1938      5360.47
1978    41    1937      4043.39
1978    42    1936      2436.11
1978    43    1935      1385.27
1978    44    1934       724.07
1978    45    1933       390.97
1978    46    1932       248.69
1978    47    1931       107.21
1978    48    1930        67.04
1978    49    1929        28.38
1978    50    1928        13.87
1978    51    1927         7.23
1978    52    1926         1.40
1978    53    1925         0.42
1978    54    1924         1.30
1978    55+   1923-        0.28
1979    12-   1967+        0.02
1979    13    1966         0.59
1979    14    1965        11.91
1979    15    1964       162.43
1979    16    1963      1301.32
1979    17    1962      5592.26
1979    18    1961     17270.64
1979    19    1960     40525.58
1979    20    1959     61972.61
1979    21    1958     74979.55
1979    22    1957     70127.14
1979    23    1956     63687.02
1979    24    1955     55076.20
1979    25    1954     51430.38
1979    26    1953     43911.95
1979    27    1952     41036.86
1979    28    1951     37200.75
1979    29    1950     32605.84
1979    30    1949     30991.83
1979    31    1948     22711.32
1979    32    1947     17041.08
1979    33    1946     14254.87
1979    34    1945      7431.39
1979    35    1944      8047.42
1979    36    1943      6139.33
1979    37    1942      6019.02
1979    38    1941      6557.71
1979    39    1940      5263.73
1979    40    1939      4597.89
1979    41    1938      3642.40
1979    42    1937      2537.03
1979    43    1936      1435.11
1979    44    1935       753.88
1979    45    1934       391.63
1979    46    1933       184.53
1979    47    1932       103.76
1979    48    1931        43.36
1979    49    1930        23.44
1979    50    1929        24.11
1979    51    1928        11.67
1979    52    1927         1.35
1979    53    1926         2.62
1979    54    1925         2.37
1979    55+   1924-       82.10
1980    12-   1968+        0.02
1980    13    1967         0.66
1980    14    1966        13.85
1980    15    1965       173.84
1980    16    1964      1279.56
1980    17    1963      5681.07
1980    18    1962     17966.87
1980    19    1961     40346.01
1980    20    1960     65239.53
1980    21    1959     74440.06
1980    22    1958     74366.50
1980    23    1957     64701.25
1980    24    1956     57473.58
1980    25    1955     50576.11
1980    26    1954     46303.79
1980    27    1953     39227.59
1980    28    1952     35759.08
1980    29    1951     32258.94
1980    30    1950     28229.01
1980    31    1949     26073.07
1980    32    1948     17846.78
1980    33    1947     14107.38
1980    34    1946     11638.54
1980    35    1945      6126.31
1980    36    1944      6359.90
1980    37    1943      4710.23
1980    38    1942      4514.24
1980    39    1941      4717.54
1980    40    1940      3838.28
1980    41    1939      3112.98
1980    42    1938      2256.74
1980    43    1937      1551.99
1980    44    1936       831.02
1980    45    1935       405.35
1980    46    1934       179.47
1980    47    1933        79.02
1980    48    1932        44.46
1980    49    1931        23.36
1980    50    1930        18.95
1980    51    1929        10.50
1980    52    1928         3.71
1980    53    1927         1.58
1980    54    1926         0.27
1980    55+   1925-        0.00
1981    12-   1969+        0.02
1981    13    1968         0.73
1981    14    1967        14.78
1981    15    1966       185.86
1981    16    1965      1224.47
1981    17    1964      5319.25
1981    18    1963     16982.50
1981    19    1962     37730.14
1981    20    1961     58922.45
1981    21    1960     72255.96
1981    22    1959     70511.71
1981    23    1958     65596.02
1981    24    1957     56938.37
1981    25    1956     50890.86
1981    26    1955     45410.51
1981    27    1954     42048.82
1981    28    1953     35233.06
1981    29    1952     32323.06
1981    30    1951     28667.47
1981    31    1950     24170.05
1981    32    1949     22467.12
1981    33    1948     15547.85
1981    34    1947     12034.44
1981    35    1946      9640.73
1981    36    1945      5026.37
1981    37    1944      5244.17
1981    38    1943      3662.45
1981    39    1942      3389.32
1981    40    1941      3539.95
1981    41    1940      2748.29
1981    42    1939      2183.30
1981    43    1938      1521.87
1981    44    1937       942.51
1981    45    1936       448.95
1981    46    1935       202.19
1981    47    1934        81.67
1981    48    1933        38.56
1981    49    1932        29.55
1981    50    1931         5.64
1981    51    1930         1.34
1981    52    1929         0.66
1981    53    1928         0.00
1981    54    1927         0.00
1981    55+   1926-        0.00
1982    12-   1970+        0.02
1982    13    1969         0.76
1982    14    1968        16.27
1982    15    1967       199.47
1982    16    1966      1335.98
1982    17    1965      5356.39
1982    18    1964     16648.62
1982    19    1963     37692.10
1982    20    1962     59902.97
1982    21    1961     71416.19
1982    22    1960     74238.39
1982    23    1959     67605.51
1982    24    1958     60642.83
1982    25    1957     52121.99
1982    26    1956     46458.67
1982    27    1955     40826.01
1982    28    1954     37421.65
1982    29    1953     30705.53
1982    30    1952     28248.44
1982    31    1951     24405.38
1982    32    1950     20418.23
1982    33    1949     18931.93
1982    34    1948     12747.80
1982    35    1947      9777.02
1982    36    1946      7818.28
1982    37    1945      3981.91
1982    38    1944      4036.59
1982    39    1943      2787.47
1982    40    1942      2541.62
1982    41    1941      2528.05
1982    42    1940      1806.20
1982    43    1939      1324.33
1982    44    1938       825.13
1982    45    1937       477.63
1982    46    1936       218.23
1982    47    1935        84.59
1982    48    1934        23.14
1982    49    1933         9.13
1982    50    1932         7.17
1982    51    1931         1.38
1982    52    1930         0.54
1982    53    1929         0.46
1982    54    1928         0.00
1982    55+   1927-        1.00
1983    12-   1971+        0.02
1983    13    1970         0.66
1983    14    1969        12.84
1983    15    1968       171.37
1983    16    1967      1291.75
1983    17    1966      5794.47
1983    18    1965     16752.36
1983    19    1964     36966.04
1983    20    1963     59719.95
1983    21    1962     73358.17
1983    22    1961     74707.87
1983    23    1960     72769.05
1983    24    1959     65251.38
1983    25    1958     60001.50
1983    26    1957     52978.21
1983    27    1956     47165.13
1983    28    1955     41027.96
1983    29    1954     37915.18
1983    30    1953     30741.70
1983    31    1952     27738.97
1983    32    1951     23626.75
1983    33    1950     19294.09
1983    34    1949     17556.41
1983    35    1948     11781.86
1983    36    1947      8807.80
1983    37    1946      6764.99
1983    38    1945      3262.40
1983    39    1944      3163.37
1983    40    1943      2119.51
1983    41    1942      1840.37
1983    42    1941      1761.56
1983    43    1940      1193.82
