Bulgaria, Live births by calendar year, age reached during the year (ARDY), birth cohort and birth order (vertical parallelograms)
Last modified: 01/12/2022
Year  ARDY   Cohort       Total          B1          B2          B3          B4         B5p
1948    54    1894         0.18        0.04        0.04        0.03        0.02        0.04
1948    55+   1893-        0.01        0.00        0.00        0.00        0.00        0.00
1949    12-   1937+        0.01        0.01        0.00        0.00        0.00        0.00
1949    13    1936         1.64        1.59        0.04        0.00        0.00        0.00
1949    14    1935        41.61       41.06        0.55        0.00        0.00        0.00
1949    15    1934       282.81      278.30        4.51        0.00        0.00        0.00
1949    16    1933       864.28      841.19       23.10        0.00        0.00        0.00
1949    17    1932      2260.39     2155.24      105.00        0.11        0.03        0.01
1949    18    1931      3888.35     3570.56      311.72        4.92        1.05        0.08
1949    19    1930      6843.10     5893.49      851.95       81.64       15.16        0.86
1949    20    1929      8959.31     7138.83     1522.66      248.31       46.37        3.13
1949    21    1928     12342.02     8819.82     2876.29      528.80      105.97       11.13
1949    22    1927     13172.74     7912.32     4105.92      923.02      199.58       31.90
1949    23    1926     15738.87     7647.38     6020.97     1596.44      382.68       91.38
1949    24    1925     14902.54     5725.43     6408.71     2040.20      554.21      173.99
1949    25    1924     15160.16     4605.00     6760.94     2655.67      835.67      302.87
1949    26    1923     12661.11     3057.62     5539.92     2664.11      988.88      410.56
1949    27    1922     11839.98     2347.20     4901.65     2778.17     1217.48      595.46
1949    28    1921      9849.36     1614.89     3758.05     2467.16     1267.18      742.08
1949    29    1920      9059.41     1217.61     3097.43     2336.36     1390.17     1017.83
1949    30    1919      6567.66      733.33     1996.01     1675.53     1126.11     1036.67
1949    31    1918      4059.02      382.06     1081.01      984.20      740.34      871.41
1949    32    1917      2448.62      198.35      563.48      553.02      455.90      677.88
1949    33    1916      3129.57      226.22      626.78      663.78      578.28     1034.50
1949    34    1915      4284.21      283.84      749.13      863.69      777.25     1610.29
1949    35    1914      4453.71      277.60      683.18      861.24      788.70     1842.99
1949    36    1913      2372.26      141.24      324.42      439.53      408.55     1058.51
1949    37    1912      3184.02      177.76      390.93      553.83      528.63     1532.87
1949    38    1911      2207.27      111.14      238.37      348.30      346.30     1163.17
1949    39    1910      1960.83       86.29      183.35      272.42      284.75     1134.02
1949    40    1909      1325.76       51.23      108.27      161.69      176.61      827.98
1949    41    1908      1017.10       36.27       75.41      112.52      126.19      666.69
1949    42    1907       745.24       25.11       50.40       75.99       88.09      505.66
1949    43    1906       675.05       21.09       40.20       62.31       76.73      474.71
1949    44    1905       476.43       13.91       24.75       39.70       52.61      345.46
1949    45    1904       388.22       10.49       17.38       28.85       41.48      290.02
1949    46    1903       268.46        7.09       10.92       18.32       28.01      204.12
1949    47    1902       168.64        5.24        7.51       11.98       18.12      125.79
1949    48    1901        78.97        3.36        4.48        6.47        9.11       55.56
1949    49    1900        38.35        2.42        2.99        3.80        4.79       24.35
1949    50    1899        10.38        0.98        1.13        1.24        1.38        5.67
1949    51    1898         4.33        0.57        0.62        0.60        0.58        1.94
1949    52    1897         1.38        0.24        0.26        0.22        0.18        0.49
1949    53    1896         0.65        0.14        0.14        0.11        0.08        0.19
1949    54    1895         0.18        0.05        0.04        0.03        0.02        0.04
1949    55+   1894-        0.02        0.01        0.01        0.00        0.00        0.00
1950    12-   1938+        0.01        0.01        0.00        0.00        0.00        0.00
1950    13    1937         1.67        1.63        0.05        0.00        0.00        0.00
1950    14    1936        47.64       47.04        0.59        0.00        0.00        0.00
1950    15    1935       280.28      276.08        4.20        0.00        0.00        0.00
1950    16    1934       964.20      939.71       24.49        0.00        0.00        0.00
1950    17    1933      2218.09     2120.81       97.16        0.09        0.03        0.00
1950    18    1932      4406.24     4063.21      336.35        5.24        1.38        0.05
1950    19    1931      6359.96     5525.56      750.80       67.66       15.56        0.38
1950    20    1930      9905.18     7979.04     1614.12      254.51       55.53        1.98
1950    21    1929     11647.33     8444.98     2613.67      478.45      102.58        7.64
1950    22    1928     14469.26     8810.09     4396.94     1010.29      218.02       33.92
1950    23    1927     14365.91     7034.91     5408.88     1484.27      337.19      100.66
1950    24    1926     16262.51     6271.68     6905.99     2258.81      575.36      250.64
1950    25    1925     14514.19     4365.95     6445.72     2557.35      778.74      366.42
1950    26    1924     13612.39     3287.87     5983.05     2806.90     1035.94      498.62
1950    27    1923     10961.74     2188.86     4609.01     2489.04     1102.93      571.89
1950    28    1922     10429.61     1745.97     4090.02     2533.90     1311.79      747.92
1950    29    1921      9100.71     1271.82     3243.50     2326.44     1352.62      906.32
1950    30    1920      8431.59      966.61     2618.81     2198.10     1418.66     1229.40
1950    31    1919      5813.76      557.12     1553.93     1476.96     1055.46     1170.29
1950    32    1918      3570.91      295.33      829.41      858.04      670.32      917.80
1950    33    1917      2234.84      163.41      454.52      499.98      419.55      697.36
1950    34    1916      2852.16      187.87      510.99      587.67      524.72     1040.92
1950    35    1915      3865.93      239.74      628.01      740.13      688.03     1570.01
1950    36    1914      3838.00      227.99      570.34      685.47      655.75     1698.46
1950    37    1913      1978.20      109.20      261.98      323.28      323.49      960.23
1950    38    1912      2583.15      131.48      304.15      382.50      405.38     1359.62
1950    39    1911      1811.95       83.78      186.81      239.17      272.10     1030.07
1950    40    1910      1598.97       68.31      147.36      189.81      230.46      963.05
1950    41    1909      1098.33       45.07       93.81      120.63      153.11      685.72
1950    42    1908       891.81       35.26       69.12       91.32      120.41      575.70
1950    43    1907       692.05       25.82       46.24       65.40       90.03      464.56
1950    44    1906       631.28       22.23       35.65       55.12       78.90      439.37
1950    45    1905       438.43       14.41       20.46       34.88       52.18      316.51
1950    46    1904       341.65       11.11       14.11       25.54       39.27      251.61
1950    47    1903       196.97        7.51        8.72       15.42       23.02      142.30
1950    48    1902        94.07        4.83        5.24        8.45       11.64       63.92
1950    49    1901        37.15        2.74        2.81        3.98        4.89       22.73
1950    50    1900        16.16        1.73        1.70        2.05        2.21        8.45
1950    51    1899         4.20        0.62        0.60        0.61        0.58        1.79
1950    52    1898         1.73        0.33        0.31        0.27        0.22        0.58
1950    53    1897         0.57        0.13        0.11        0.09        0.07        0.15
1950    54    1896         0.23        0.06        0.06        0.04        0.03        0.06
1950    55+   1895-        0.02        0.01        0.00        0.00        0.00        0.00
1951    12-   1939+        0.01        0.01        0.00        0.00        0.00        0.00
1951    13    1938         1.54        1.51        0.04        0.00        0.00        0.00
1951    14    1937        41.35       40.82        0.53        0.00        0.00        0.00
1951    15    1936       269.67      265.47        4.19        0.00        0.00        0.00
1951    16    1935       847.04      824.58       22.47        0.00        0.00        0.00
1951    17    1934      2297.23     2191.86      105.25        0.09        0.03        0.00
1951    18    1933      4082.48     3752.49      323.81        4.96        1.22        0.00
1951    19    1932      6658.29     5750.07      813.62       77.92       16.69        0.00
1951    20    1931      8345.65     6688.65     1379.30      229.90       47.81        0.00
1951    21    1930     11114.96     8057.36     2487.58      470.74       99.28        0.00
1951    22    1929     11260.29     6969.65     3337.62      782.78      170.08        0.16
1951    23    1928     12502.03     6371.70     4557.03     1265.34      294.50       13.45
1951    24    1927     11720.65     4751.27     4800.29     1578.69      411.92      178.49
1951    25    1926     12616.42     3993.92     5378.46     2137.92      656.58      449.55
1951    26    1925     10631.78     2699.85     4537.54     2151.70      794.92      447.78
1951    27    1924      9738.79     2059.73     3994.83     2175.92      952.76      555.54
1951    28    1923      8020.88     1435.83     3102.23     1927.89      977.43      577.50
1951    29    1922      7897.75     1198.79     2812.66     1996.52     1128.99      760.79
1951    30    1921      6666.69      841.68     2091.16     1709.78     1069.36      954.72
1951    31    1920      5721.24      603.10     1548.25     1428.94      988.63     1152.32
1951    32    1919      3902.70      362.78      934.19      934.50      699.88      971.34
1951    33    1918      2428.87      202.94      507.42      547.30      442.83      728.38
1951    34    1917      1535.98      116.82      277.29      320.60      279.87      541.40
1951    35    1916      1986.70      144.14      321.96      389.72      360.38      770.48
1951    36    1915      2661.94      186.45      392.56      491.38      476.83     1114.70
1951    37    1914      2519.52      163.63      327.58      424.47      428.93     1174.91
1951    38    1913      1290.69       77.40      150.17      197.93      202.03      663.15
1951    39    1912      1629.34       89.43      170.45      225.98      228.57      914.93
1951    40    1911      1096.66       55.67      104.06      137.30      135.50      664.13
1951    41    1910       921.72       44.88       81.32      106.44      102.63      586.45
1951    42    1909       643.73       29.36       51.32       68.28       67.50      427.27
1951    43    1908       528.97       21.24       35.76       49.87       54.01      368.10
1951    44    1907       403.48       13.90       22.47       33.34       41.16      292.62
1951    45    1906       344.87       10.01       15.52       24.51       35.13      259.71
1951    46    1905       223.91        5.92        8.73       14.19       22.83      172.25
1951    47    1904       143.06        4.32        5.99        9.37       15.26      108.12
1951    48    1903        63.74        2.64        3.40        4.85        7.41       45.45
1951    49    1902        26.47        1.63        1.96        2.46        3.36       17.05
1951    50    1901         9.83        0.92        1.02        1.12        1.33        5.43
1951    51    1900         4.25        0.59        0.60        0.57        0.58        1.91
1951    52    1899         1.16        0.21        0.21        0.17        0.15        0.41
1951    53    1898         0.50        0.11        0.11        0.08        0.06        0.14
1951    54    1897         0.15        0.04        0.03        0.03        0.02        0.03
1951    55+   1896-        0.02        0.01        0.01        0.00        0.00        0.00
1952    12-   1940+        0.01        0.01        0.00        0.00        0.00        0.00
1952    13    1939         1.53        1.49        0.04        0.00        0.00        0.00
1952    14    1938        41.77       41.18        0.60        0.00        0.00        0.00
1952    15    1937       244.63      240.44        4.18        0.00        0.00        0.00
1952    16    1936       816.76      792.83       23.93        0.00        0.00        0.00
1952    17    1935      2007.84     1904.89      102.83        0.09        0.03        0.00
1952    18    1934      4184.26     3809.84      366.58        6.24        1.55        0.05
1952    19    1933      6226.90     5297.47      824.69       85.54       18.81        0.39
1952    20    1932      9204.66     7226.53     1631.86      283.51       60.82        1.93
1952    21    1931     10450.21     7409.34     2476.68      457.01      100.04        7.14
1952    22    1930     12362.64     7429.86     3867.60      844.11      191.35       29.72
1952    23    1929     11789.14     5793.39     4513.55     1127.42      272.56       82.22
1952    24    1928     12716.58     4945.02     5506.80     1635.84      437.45      191.45
1952    25    1927     11572.81     3486.08     5257.15     1948.96      599.23      281.38
1952    26    1926     11635.85     2757.57     5211.35     2384.98      865.15      416.81
1952    27    1925      9557.18     1838.67     4065.97     2209.98      948.40      494.17
1952    28    1924      8873.41     1426.62     3532.59     2204.50     1089.46      620.25
1952    29    1923      7476.95     1014.05     2750.87     1936.52     1071.13      704.38
1952    30    1922      7014.32      804.23     2322.50     1832.72     1125.15      929.72
1952    31    1921      5524.28      541.47     1617.48     1410.35      962.30      992.67
1952    32    1920      4721.72      409.15     1223.57     1157.45      864.20     1067.36
1952    33    1919      3249.07      254.04      734.63      753.48      606.47      900.44
1952    34    1918      2032.00      143.47      390.21      436.61      377.25      684.47
1952    35    1917      1338.74       88.80      227.01      269.31      243.71      509.91
1952    36    1916      1675.33      105.90      256.34      315.43      296.58      701.09
1952    37    1915      2110.40      122.13      277.80      360.77      357.61      992.09
1952    38    1914      1968.70      103.67      222.79      306.94      319.11     1016.19
1952    39    1913      1011.90       48.55       99.30      145.02      157.78      561.26
1952    40    1912      1200.02       53.15      102.86      158.68      179.42      705.92
1952    41    1911       777.55       32.71       59.40       95.73      111.57      478.13
1952    42    1910       665.20       26.62       45.93       75.76       93.82      423.07
1952    43    1909       472.08       17.26       28.44       47.69       66.28      312.41
1952    44    1908       378.27       12.48       19.69       33.21       53.30      259.60
1952    45    1907       273.04        8.05       12.15       20.50       38.62      193.73
1952    46    1906       219.25        6.22        8.92       14.76       31.37      157.99
1952    47    1905       120.82        4.02        5.44        8.38       17.97       85.01
1952    48    1904        60.13        2.74        3.47        4.81        9.45       39.67
1952    49    1903        23.46        1.58        1.87        2.27        3.86       13.86
1952    50    1902         9.10        0.91        1.02        1.06        1.52        4.58
1952    51    1901         3.35        0.48        0.51        0.46        0.54        1.36
1952    52    1900         1.49        0.28        0.28        0.22        0.23        0.47
1952    53    1899         0.44        0.10        0.10        0.07        0.06        0.11
1952    54    1898         0.16        0.04        0.04        0.03        0.02        0.03
1952    55+   1897-        0.02        0.00        0.00        0.00        0.00        0.00
1953    12-   1941+        0.01        0.01        0.00        0.00        0.00        0.00
1953    13    1940         1.77        1.73        0.04        0.00        0.00        0.00
1953    14    1939        42.75       42.19        0.56        0.00        0.00        0.00
1953    15    1938       251.32      247.39        3.92        0.00        0.00        0.00
1953    16    1937       779.64      759.08       20.56        0.00        0.00        0.00
1953    17    1936      2097.79     2000.86       96.83        0.08        0.01        0.01
1953    18    1935      3954.78     3630.11      319.59        4.59        0.38        0.12
1953    19    1934      6804.13     5888.70      836.91       72.29        4.95        1.27
1953    20    1933      9063.31     7276.91     1531.24      231.45       19.05        4.64
1953    21    1932     11618.59     8415.84     2679.56      456.65       53.24       13.31
1953    22    1931     11392.86     7024.41     3493.57      729.00      115.70       30.17
1953    23    1930     12411.00     6238.62     4703.20     1153.48      246.41       69.29
1953    24    1929     11489.28     4575.54     4966.91     1444.43      383.12      119.27
1953    25    1928     12019.08     3734.45     5504.78     1957.20      605.80      216.85
1953    26    1927     10329.55     2534.87     4709.29     2031.27      738.82      315.29
1953    27    1926     10017.34     2002.05     4366.28     2205.98      950.17      492.84
1953    28    1925      8364.28     1387.16     3411.37     1968.83      981.47      615.44
1953    29    1924      7882.47     1113.55     2982.00     1919.95     1078.36      788.59
1953    30    1923      6409.63      778.29     2215.60     1581.79      991.23      842.72
1953    31    1922      5686.73      605.09     1780.33     1391.01      957.06      953.26
1953    32    1921      4494.56      428.60     1259.65     1071.87      800.13      934.32
1953    33    1920      3912.24      333.08      944.05      889.65      727.12     1018.36
1953    34    1919      2733.29      204.76      547.16      575.99      518.13      887.25
1953    35    1918      1773.57      117.83      295.04      341.16      335.05      684.50
1953    36    1917      1131.49       67.90      160.75      198.52      207.94      496.38
1953    37    1916      1313.76       70.49      158.91      209.43      229.11      645.83
1953    38    1915      1675.91       81.42      177.37      248.30      275.81      893.00
1953    39    1914      1579.89       70.65      150.42      222.94      246.04      889.85
1953    40    1913       798.17       33.52       69.53      108.44      117.46      469.22
1953    41    1912       925.71       37.58       75.05      122.13      129.88      561.08
1953    42    1911       631.89       24.42       46.52       80.18       85.80      394.98
1953    43    1910       541.17       18.77       33.80       63.53       70.86      354.21
1953    44    1909       376.37       11.50       19.49       40.18       47.46      257.73
1953    45    1908       284.94        7.54       12.00       27.18       34.28      203.93
1953    46    1907       197.70        4.92        7.33       17.50       22.99      144.96
1953    47    1906       134.98        3.95        5.50       12.48       16.03       97.00
1953    48    1905        58.37        2.40        3.09        6.17        7.38       39.35
1953    49    1904        25.09        1.55        1.86        3.11        3.38       15.20
1953    50    1903         9.08        0.86        0.95        1.31        1.27        4.68
1953    51    1902         3.43        0.48        0.49        0.56        0.48        1.43
1953    52    1901         1.29        0.24        0.24        0.22        0.17        0.42
1953    53    1900         0.58        0.13        0.13        0.10        0.07        0.15
1953    54    1899         0.15        0.04        0.03        0.03        0.02        0.03
1953    55+   1898-        0.02        0.01        0.00        0.00        0.00        0.00
1954    12-   1942+        0.01        0.01        0.00        0.00        0.00        0.00
1954    13    1941         1.72        1.68        0.04        0.00        0.00        0.00
1954    14    1940        46.83       46.25        0.59        0.00        0.00        0.00
1954    15    1939       249.25      245.55        3.71        0.00        0.00        0.00
1954    16    1938       803.83      783.71       20.12        0.00        0.00        0.00
1954    17    1937      2045.27     1956.06       89.10        0.08        0.02        0.00
1954    18    1936      4190.10     3863.52      320.13        5.47        0.85        0.12
1954    19    1935      6405.48     5555.71      757.43       80.38       10.77        1.19
1954    20    1934      9610.02     7745.41     1549.92      271.05       38.83        4.82
1954    21    1933     10956.72     8012.89     2411.40      445.82       74.43       12.19
1954    22    1932     11960.94     7516.30     3515.02      754.61      144.46       30.55
1954    23    1931     10929.40     5685.55     4004.75      966.23      214.91       57.96
1954    24    1930     11628.78     4829.42     4934.82     1388.67      359.48      116.39
1954    25    1929     10646.11     3456.65     4842.27     1657.20      504.00      185.99
1954    26    1928     10508.62     2685.54     4792.67     1985.56      730.29      314.56
1954    27    1927      8758.49     1802.01     3830.47     1868.70      829.21      428.10
1954    28    1926      8586.92     1448.80     3508.10     1981.91     1018.71      629.40
1954    29    1925      7373.39     1034.00     2772.20     1798.75     1019.59      748.85
1954    30    1924      6800.25      815.64     2339.59     1717.94     1032.80      894.30
1954    31    1923      5294.23      555.60     1650.78     1351.14      857.90      878.80
1954    32    1922      4709.81      442.46     1321.34     1181.97      802.37      961.68
1954    33    1921      3835.97      323.37      950.32      921.93      685.08      955.27
1954    34    1920      3431.66      256.19      724.97      761.65      639.20     1049.64
1954    35    1919      2461.57      160.37      444.72      497.69      471.85      886.95
1954    36    1918      1518.74       86.64      237.18      279.63      292.69      622.59
1954    37    1917       915.95       47.96      122.63      153.09      171.59      420.70
1954    38    1916      1053.71       53.41      120.13      159.74      186.88      533.55
1954    39    1915      1325.98       66.60      127.22      181.63      217.96      732.56
1954    40    1914      1185.05       62.53       96.32      146.45      177.27      702.47
1954    41    1913       587.65       32.67       41.99       66.72       81.06      365.20
1954    42    1912       675.02       33.48       42.85       72.03       89.75      436.91
1954    43    1911       448.39       16.71       24.45       44.82       58.90      303.51
1954    44    1910       361.36        9.30       16.93       34.08       47.80      253.25
1954    45    1909       236.21        4.16        9.41       20.83       31.42      170.41
1954    46    1908       169.33        2.44        6.18       14.39       22.75      123.57
1954    47    1907       100.57        1.65        4.13        9.15       14.09       71.56
1954    48    1906        54.30        1.26        2.92        5.73        8.12       36.29
1954    49    1905        20.86        0.76        1.59        2.64        3.32       12.55
1954    50    1904         8.46        0.51        0.92        1.26        1.39        4.38
1954    51    1903         3.08        0.29        0.46        0.52        0.50        1.30
1954    52    1902         1.20        0.17        0.23        0.22        0.18        0.41
1954    53    1901         0.48        0.08        0.11        0.09        0.06        0.13
1954    54    1900         0.20        0.04        0.05        0.03        0.03        0.04
1954    55+   1899-        0.02        0.00        0.00        0.00        0.00        0.00
1955    12-   1943+        0.01        0.01        0.00        0.00        0.00        0.00
1955    13    1942         1.61        1.57        0.04        0.00        0.00        0.00
1955    14    1941        43.01       42.41        0.60        0.00        0.00        0.00
1955    15    1940       256.18      251.76        4.41        0.00        0.00        0.00
1955    16    1939       764.57      742.19       22.39        0.00        0.00        0.00
1955    17    1938      1994.43     1892.42      101.92        0.08        0.00        0.00
1955    18    1937      3869.97     3523.71      340.93        5.34        0.00        0.00
1955    19    1936      6536.25     5588.04      862.05       86.17        0.00        0.00
1955    20    1935      8939.23     7130.76     1547.28      261.19        0.00        0.00
1955    21    1934     11912.37     8745.31     2685.78      481.26        0.00        0.00
1955    22    1933     12203.97     7843.69     3599.21      760.69        0.27        0.12
1955    23    1932     12678.70     6885.39     4640.93     1111.17       32.13        9.08
1955    24    1931     11428.82     4851.96     4692.35     1300.78      467.04      116.68
1955    25    1930     11706.10     3758.95     5013.77     1671.19      966.05      296.13
1955    26    1929      9899.15     2611.05     4428.80     1755.18      762.12      342.00
1955    27    1928      9243.16     1999.36     4046.98     1862.34      841.00      493.49
1955    28    1927      7693.85     1405.78     3252.65     1700.43      770.31      564.69
1955    29    1926      7542.29     1168.68     2989.18     1745.74      890.67      748.03
1955    30    1925      6270.20      813.48     2244.13     1452.24      909.46      850.89
1955    31    1924      5426.67      609.37     1755.43     1234.87      886.31      940.69
1955    32    1923      4189.15      423.20     1232.06      935.27      720.92      877.70
1955    33    1922      3848.37      353.31     1009.05      833.66      685.24      967.11
1955    34    1921      3265.15      270.40      740.42      673.58      589.29      991.46
1955    35    1920      2916.96      214.35      546.82      556.12      517.47     1082.19
1955    36    1919      1974.91      130.14      308.38      345.31      336.63      854.44
1955    37    1918      1175.79       69.71      157.06      188.47      191.40      569.15
1955    38    1917       709.71       37.35       81.49      103.31      109.98      377.59
1955    39    1916       793.40       36.77       78.26      104.21      116.79      457.36
1955    40    1915       982.73       41.64       87.34      119.01      138.88      595.86
1955    41    1914       867.84       35.15       71.22       99.18      118.70      543.60
1955    42    1913       432.49       16.31       29.92       45.78       56.56      283.92
1955    43    1912       485.34       16.50       25.92       46.70       60.00      336.22
1955    44    1911       318.64        9.64       12.46       27.52       36.83      232.19
1955    45    1910       251.84        6.68        7.16       19.25       26.87      191.87
1955    46    1909       164.73        4.18        3.90       11.64       16.58      128.42
1955    47    1908       103.41        3.15        2.68        7.71       10.58       79.29
1955    48    1907        49.72        2.15        1.72        4.32        5.48       36.04
1955    49    1906        23.53        1.57        1.21        2.48        2.84       15.43
1955    50    1905         8.48        0.89        0.66        1.08        1.09        4.74
1955    51    1904         3.34        0.52        0.38        0.49        0.44        1.51
1955    52    1903         1.23        0.26        0.19        0.20        0.15        0.43
1955    53    1902         0.50        0.13        0.10        0.08        0.06        0.13
1955    54    1901         0.18        0.05        0.03        0.03        0.02        0.04
1955    55+   1900-        0.02        0.01        0.01        0.00        0.00        0.00
1956    12-   1944+        0.01        0.01        0.00        0.00        0.00        0.00
1956    13    1943         1.58        1.54        0.04        0.00        0.00        0.00
1956    14    1942        43.93       43.32        0.62        0.00        0.00        0.00
1956    15    1941       257.95      253.55        4.40        0.00        0.00        0.00
1956    16    1940       834.06      809.73       24.32        0.00        0.00        0.00
1956    17    1939      1978.42     1878.29      100.04        0.08        0.01        0.00
1956    18    1938      3910.41     3564.61      339.73        5.51        0.55        0.00
1956    19    1937      6201.36     5304.85      807.65       81.74        7.11        0.00
1956    20    1936      9155.13     7317.77     1553.62      257.07       26.66        0.00
1956    21    1935     10980.16     8057.20     2452.74      410.93       59.30        0.00
1956    22    1934     12981.93     8329.70     3795.28      720.69      136.16        0.11
1956    23    1933     12442.36     6729.11     4523.26      950.61      231.18        8.21
1956    24    1932     12452.28     5448.84     5233.00     1273.47      370.79      126.19
1956    25    1931     10801.92     3690.06     4894.27     1452.88      481.47      283.24
1956    26    1930     10155.61     2762.78     4703.19     1688.05      645.56      356.04
